\fixlen = T
\RowsRetrieved = 374
\ORIGIN = 'IPAC Infrared Science Archive (IRSA), Caltech/JPL'
\DATETIME = '2019-05-07 00:34:29'
\DataTag = 'ADS/IRSA.Gator#2019/0507/003429_31536'
\DATABASE = 'SWIRE ELAIS N1 Region 70um Spring '05 Spitzer Catalog (elaisn1_70_cat_s05)'
\EQUINOX = 'J2000'
\SKYAREA = 'box with center (242.51300,+54.57359) and length 6235.99 arcsec.'
\StatusFile = '/workspace/TMP_QaRET9_31536/Gator/irsa/31536/log.31536.html'
\SQL = 'WHERE (no constraints)
\SQL = 'SELECT (11 column names follow in next row.)'
\ 
\ 
\ cntr
\ ___ entry counter (key) number (unique within table)
\ object
\ ___ object name designation
\ ra (deg)
\ ___ right ascension (J2000 decimal deg)
\ dec (deg)
\ ___ declination (J2000 decimal deg)
\ clon
\ ___ Right ascention in Sexagesimal format.
\ clat
\ ___ Declination in Sexagesimal format.
\ unc_ra (arcsec)
\ ___ position uncertainty in RA
\ unc_dec (arcsec)
\ ___ position uncertainty in Dec
\ unc_rd (arcsec)
\ ___ covariance position uncertainty
\ flux_prf (mjy)
\ ___ point-response-function flux
\ uncf_prf (mjy)
\ ___ point-response-function flux uncertainty
\ flux_ap4 (mjy)
\ ___ flux for aperture #4 (r=27.0")
\ flag
\ ___ extraction notes and flags
\ 
\
|cntr|object                  |ra        |dec      |clon        |clat        |unc_ra  |unc_dec |unc_rd   |flux_prf|uncf_prf|flux_ap4|flag|
|int |char                    |double    |double   |char        |char        |double  |double  |double   |double  |double  |double  |char|
|    |                        |deg       |deg      |            |            |arcsec  |arcsec  |arcsec   |mjy     |mjy     |mjy     |    |
|null|null                    |null      |null     |null        |null        |null    |null    |null     |null    |null    |null    |null|
 1057 SWIRE2_70_J161331+541630 243.380386 54.275101 16h13m31.29s 54d16m30.36s 5.11e-01 5.15e-01 -4.68e-02    99.30     1.15    94.95 1    
 1265 SWIRE2_70_J161005+550944 242.520889 55.162357 16h10m05.01s 55d09m44.49s 1.44e+00 1.46e+00  2.92e-01    37.12     1.16    23.77 2    
  476 SWIRE2_70_J160859+534657 242.245926 53.782764 16h08m59.02s 53d46m57.95s 1.79e+00 1.85e+00  4.72e-01    32.83     1.30    22.31 1    
  652 SWIRE2_70_J161106+534646 242.775528 53.779579 16h11m06.13s 53d46m46.48s 1.97e+00 1.93e+00  4.00e-01    29.23     1.18    19.16 2    
 1211 SWIRE2_70_J161123+545157 242.847519 54.866066 16h11m23.40s 54d51m57.84s 8.32e-01 8.68e-01 -1.19e-01    74.94     1.49    69.75 1    
 1483 SWIRE2_70_J161429+545856 243.620987 54.982231 16h14m29.04s 54d58m56.03s 1.11e+00 1.11e+00  3.17e-01    42.92     1.04    62.42 1    
 1248 SWIRE2_70_J161505+542414 243.774078 54.403912 16h15m05.78s 54d24m14.08s 1.97e+00 2.02e+00  2.09e-01    21.46     0.97    20.12 1    
 1448 SWIRE2_70_J161412+545611 243.553772 54.936615 16h14m12.91s 54d56m11.81s 1.94e+00 1.90e+00  3.02e-01    22.39     0.90    27.02 2    
  973 SWIRE2_70_J160959+543642 242.498505 54.611897 16h09m59.64s 54d36m42.83s 2.09e+00 2.04e+00  3.85e-01    19.95     0.90    20.45 1    
 1229 SWIRE2_70_J160922+551059 242.345810 55.183254 16h09m22.99s 55d10m59.71s 2.46e+00 2.58e+00  4.50e-01    23.08     1.31    12.49 2    
  398 SWIRE2_70_J160602+540234 241.510254 54.042824 16h06m02.46s 54d02m34.17s 1.34e+00 1.31e+00 -1.76e-01    46.05     1.35    42.94 2    
  718 SWIRE2_70_J160451+545017 241.214447 54.838196 16h04m51.47s 54d50m17.51s 1.12e+00 1.14e+00  3.24e-02    63.34     1.65    49.99 2    
  958 SWIRE2_70_J161425+535600 243.606583 53.933487 16h14m25.58s 53d56m00.55s 1.21e+00 1.17e+00  3.10e-01    59.62     1.53    68.08 2    
  201 SWIRE2_70_J160435+534946 241.146698 53.829472 16h04m35.21s 53d49m46.10s 2.29e+00 2.19e+00  5.83e-01    21.00     1.02    25.73 1    
  841 SWIRE2_70_J160724+544330 241.850525 54.725006 16h07m24.13s 54d43m30.02s 1.99e+00 1.93e+00 -4.72e-01    24.48     1.08    21.34 1    
 1089 SWIRE2_70_J161429+541132 243.622574 54.192364 16h14m29.42s 54d11m32.51s 7.81e-01 8.06e-01 -1.44e-01    64.84     1.14    41.78 2    
 1281 SWIRE2_70_J160837+552352 242.155426 55.397896 16h08m37.30s 55d23m52.43s 1.27e+00 1.21e+00  3.96e-01    38.40     1.01   108.87 3    
  231 SWIRE2_70_J160600+534239 241.502609 53.710907 16h06m00.63s 53d42m39.27s 6.52e-01 6.19e-01  1.69e-01    73.54     1.04    57.29 1    
  751 SWIRE2_70_J161233+534810 243.138061 53.802856 16h12m33.13s 53d48m10.28s 2.44e+00 2.54e+00  2.77e-01    22.27     1.19    13.27 2    
 1191 SWIRE2_70_J161406+542539 243.526337 54.427555 16h14m06.32s 54d25m39.20s 2.49e+00 2.55e+00 -4.79e-01    21.81     1.20    26.16 2    
  754 SWIRE2_70_J161227+534931 243.113129 53.825531 16h12m27.15s 53d49m31.91s 1.79e+00 1.73e+00  4.32e-01    24.24     0.92    27.87 1    
  954 SWIRE2_70_J161542+534336 243.927399 53.726936 16h15m42.58s 53d43m36.97s 2.54e+00 2.42e+00  4.39e-01    22.97     1.24    11.36 1    
 1170 SWIRE2_70_J161224+543904 243.100311 54.651180 16h12m24.07s 54d39m04.25s 1.04e+00 9.72e-01  2.92e-01    42.34     0.94    32.05 2    
 1543 SWIRE2_70_J161323+551629 243.348373 55.274990 16h13m23.61s 55d16m29.96s 1.46e+00 1.39e+00  4.00e-01    36.08     1.15    16.70 1    
 1242 SWIRE2_70_J160810+552306 242.043808 55.385261 16h08m10.51s 55d23m06.94s 1.40e+00 1.42e+00  2.92e-01    26.22     0.80    23.94 2    
  723 SWIRE2_70_J160848+541715 242.201630 54.287655 16h08m48.39s 54d17m15.56s 2.08e+00 2.17e+00 -3.02e-01    27.84     1.29    14.93 1    
  923 SWIRE2_70_J160504+551159 241.270065 55.199894 16h05m04.82s 55d11m59.62s 2.68e+00 2.78e+00 -8.10e-01    26.56     1.61    18.71 1    
  236 SWIRE2_70_J160551+534359 241.463440 53.733059 16h05m51.23s 53d43m59.01s 1.54e+00 1.59e+00  6.48e-02    40.48     1.39    28.19 1    
 1132 SWIRE2_70_J161424+541644 243.600830 54.279018 16h14m24.20s 54d16m44.46s 2.62e+00 2.44e+00  7.70e-01    21.81     1.14    40.73 2    
 1227 SWIRE2_70_J161030+550134 242.626511 55.026333 16h10m30.36s 55d01m34.80s 6.01e-01 5.62e-01  1.66e-01    87.81     1.15    84.31 1    
  608 SWIRE2_70_J160728+541342 241.870132 54.228451 16h07m28.83s 54d13m42.42s 1.07e+00 1.08e+00  1.19e-01    44.54     1.04    23.47 1    
  824 SWIRE2_70_J160929+542354 242.373657 54.398453 16h09m29.68s 54d23m54.43s 1.45e+00 1.48e+00 -1.87e-01    42.22     1.41    28.24 1    
 1056 SWIRE2_70_J161334+541540 243.393066 54.261135 16h13m34.34s 54d15m40.09s 1.60e+00 1.58e+00  6.48e-02    27.26     0.94    61.16 1    
 1256 SWIRE2_70_J161412+543238 243.550079 54.543903 16h14m12.02s 54d32m38.05s 2.15e+00 2.13e+00 -2.63e-01    18.68     0.86    23.92 1    
  685 SWIRE2_70_J160543+543821 241.431839 54.639275 16h05m43.64s 54d38m21.39s 1.43e+00 1.48e+00  2.74e-01    42.34     1.30    34.54 1    
  981 SWIRE2_70_J161403+540202 243.515823 54.034141 16h14m03.80s 54d02m02.91s 2.57e+00 2.54e+00 -7.88e-01    22.50     1.30    11.66 2    
  767 SWIRE2_70_J161117+540220 242.822266 54.039085 16h11m17.34s 54d02m20.71s 9.50e-01 9.68e-01 -1.48e-01    58.58     1.31    66.20 2    
 1007 SWIRE2_70_J160808+545639 242.036880 54.944191 16h08m08.85s 54d56m39.09s 1.40e+00 1.42e+00 -2.12e-01    37.24     1.21    45.12 2    
  762 SWIRE2_70_J160440+545728 241.167450 54.957870 16h04m40.19s 54d57m28.33s 1.80e+00 1.85e+00  1.69e-01    25.52     1.00    17.12 2    
 1327 SWIRE2_70_J160915+552435 242.314087 55.409748 16h09m15.38s 55d24m35.09s 2.24e+00 2.21e+00  7.74e-01    22.16     1.13    50.46 1    
  267 SWIRE2_70_J160621+534335 241.587707 53.726612 16h06m21.05s 53d43m35.80s 6.01e-01 6.01e-01  6.84e-02    92.10     1.29    75.94 1    
  731 SWIRE2_70_J160408+545813 241.034622 54.970467 16h04m08.31s 54d58m13.68s 3.24e-01 3.35e-01  7.92e-02   312.04     2.52   315.52 1    
  931 SWIRE2_70_J161139+541717 242.914566 54.288250 16h11m39.50s 54d17m17.70s 2.81e+00 2.96e+00 -4.82e-01    23.20     1.52    20.11 1    
 1139 SWIRE2_70_J160944+545757 242.434326 54.965984 16h09m44.24s 54d57m57.54s 3.19e+00 3.06e+00 -5.76e-01    21.58     1.51    20.63 1    
  508 SWIRE2_70_J160528+542040 241.367325 54.344479 16h05m28.16s 54d20m40.12s 2.18e+00 2.09e+00  5.90e-01    19.14     0.84    30.94 1    
 1507 SWIRE2_70_J161417+550409 243.573852 55.069225 16h14m17.72s 55d04m09.21s 1.21e+00 1.13e+00  4.03e-01    38.05     1.02    50.95 1    
 1340 SWIRE2_70_J161233+545630 243.139145 54.941761 16h12m33.39s 54d56m30.34s 5.65e-01 5.29e-01  1.80e-01   101.62     1.24    94.51 1    
 1588 SWIRE2_70_J161459+550833 243.747391 55.142677 16h14m59.37s 55d08m33.64s 7.99e-01 8.10e-01  1.44e-01    43.62     0.76    33.08 1    
  848 SWIRE2_70_J160735+544204 241.897842 54.701191 16h07m35.48s 54d42m04.29s 2.15e+00 2.19e+00  3.24e-01    17.75     0.79    25.12 1    
 1272 SWIRE2_70_J161300+544504 243.252869 54.751308 16h13m00.69s 54d45m04.71s 1.68e+00 1.64e+00  5.80e-01    18.68     0.64    17.82 2    
 1472 SWIRE2_70_J161331+550604 243.383301 55.101307 16h13m31.99s 55d06m04.71s 1.48e+00 1.36e+00  4.46e-01    30.51     0.92    25.27 1    
 1145 SWIRE2_70_J161238+543407 243.161301 54.568653 16h12m38.71s 54d34m07.15s 1.60e+00 1.44e+00  5.11e-01    33.99     1.10    37.61 1    
 1601 SWIRE2_70_J161545+550216 243.938461 55.037869 16h15m45.23s 55d02m16.33s 2.90e+00 2.96e+00 -3.82e-01    14.62     0.88     3.56 2    
  471 SWIRE2_70_J160835+535020 242.147308 53.839047 16h08m35.35s 53d50m20.57s 8.89e-01 8.68e-01  2.09e-01    66.47     1.38    59.43 2    
  823 SWIRE2_70_J161256+535335 243.236618 53.893314 16h12m56.79s 53d53m35.93s 1.26e+00 1.25e+00 -1.26e-01    46.98     1.29    50.85 1    
 1023 SWIRE2_70_J160834+545418 242.142639 54.905106 16h08m34.23s 54d54m18.38s 2.28e+00 2.21e+00  4.97e-01    20.76     1.01    20.14 2    
  990 SWIRE2_70_J161459+535506 243.747238 53.918385 16h14m59.34s 53d55m06.19s 1.57e+00 1.56e+00  2.81e-01    32.48     1.15    40.10 1    
 1558 SWIRE2_70_J161411+551118 243.546051 55.188492 16h14m11.05s 55d11m18.57s 1.26e+00 1.18e+00  4.18e-01    36.77     0.95    39.08 1    
  873 SWIRE2_70_J160401+551502 241.004974 55.250778 16h04m01.19s 55d15m02.80s 1.48e+00 1.51e+00  2.99e-01    39.44     1.24    26.03 1    
 1129 SWIRE2_70_J161302+542847 243.259491 54.479782 16h13m02.28s 54d28m47.22s 2.10e+00 2.08e+00  3.49e-01    20.65     0.94    22.77 1    
 1353 SWIRE2_70_J161045+551339 242.690597 55.227673 16h10m45.74s 55d13m39.62s 2.20e+00 2.22e+00  5.47e-01    22.16     1.04    20.95 1    
  463 SWIRE2_70_J160509+541752 241.289078 54.297871 16h05m09.38s 54d17m52.34s 2.15e+00 2.11e+00 -2.81e-01    27.72     1.31    10.85 1    
 1015 SWIRE2_70_J160507+552223 241.282013 55.373123 16h05m07.68s 55d22m23.24s 2.17e+00 2.14e+00  5.65e-01    20.53     0.92     9.51 1    
  362 SWIRE2_70_J160551+540031 241.462952 54.008640 16h05m51.11s 54d00m31.10s 1.73e+00 1.62e+00  1.01e-01    32.36     1.25    30.82 1    
  554 SWIRE2_70_J160945+534945 242.439636 53.829189 16h09m45.51s 53d49m45.08s 1.80e+00 1.74e+00  4.82e-01    31.67     1.23    34.19 1    
  770 SWIRE2_70_J161256+534718 243.236298 53.788414 16h12m56.71s 53d47m18.29s 3.71e+00 4.00e+00 -9.14e-01    17.40     1.51    16.37 1    
  978 SWIRE2_70_J161330+540652 243.376175 54.114544 16h13m30.28s 54d06m52.36s 1.89e+00 1.90e+00  8.64e-02    28.07     1.16    34.81 1    
 1351 SWIRE2_70_J161319+545137 243.329788 54.860451 16h13m19.15s 54d51m37.62s 5.72e-01 5.90e-01  7.92e-02   118.32     1.65   120.52 2    
 1266 SWIRE2_70_J160941+551255 242.424103 55.215519 16h09m41.78s 55d12m55.87s 1.97e+00 2.03e+00 -3.38e-01    35.50     1.55    15.75 1    
 1506 SWIRE2_70_J161411+550343 243.549667 55.062088 16h14m11.92s 55d03m43.52s 1.16e+00 1.17e+00  1.01e-01    39.44     1.03    49.07 1    
  739 SWIRE2_70_J160527+544746 241.363480 54.796276 16h05m27.24s 54d47m46.59s 1.36e+00 1.36e+00  2.63e-01    38.16     1.14    50.43 1    
  939 SWIRE2_70_J161255+540726 243.229538 54.123928 16h12m55.09s 54d07m26.14s 2.18e+00 2.24e+00 -1.01e-01    20.42     0.97    42.08 1    
 1147 SWIRE2_70_J161312+542904 243.303085 54.484501 16h13m12.74s 54d29m04.20s 1.78e+00 1.76e+00  2.70e-01    18.21     0.69    -1.92 2    
  516 SWIRE2_70_J160700+540810 241.752121 54.136139 16h07m00.51s 54d08m10.10s 1.70e+00 1.62e+00  3.96e-01    26.91     0.95    20.84 1    
  708 SWIRE2_70_J160757+542322 241.988663 54.389511 16h07m57.28s 54d23m22.24s 1.95e+00 1.93e+00  4.90e-01    22.62     0.90    26.80 1    
 1148 SWIRE2_70_J161054+544947 242.726807 54.829979 16h10m54.43s 54d49m47.92s 2.48e+00 2.44e+00  7.31e-01    26.68     1.37    26.75 1    
 1251 SWIRE2_70_J161013+550646 242.556137 55.112865 16h10m13.47s 55d06m46.31s 2.16e+00 2.06e+00  5.40e-01    22.62     1.01    39.03 1    
  562 SWIRE2_70_J160934+535222 242.394257 53.872791 16h09m34.62s 53d52m22.05s 3.42e-01 3.38e-01 -5.40e-02   206.48     1.75   196.50 1    
  986 SWIRE2_70_J161235+541546 243.147766 54.262878 16h12m35.46s 54d15m46.36s 1.06e+00 1.05e+00 -1.76e-01    50.69     1.17    60.41 2    
 1367 SWIRE2_70_J161442+544106 243.676712 54.685123 16h14m42.41s 54d41m06.44s 2.63e+00 2.58e+00  3.56e-01    21.34     1.17    16.96 1    
 1282 SWIRE2_70_J160839+552330 242.164841 55.391869 16h08m39.56s 55d23m30.73s 9.11e-01 9.25e-01  1.84e-01    85.72     1.73   100.46 1    
 1514 SWIRE2_70_J161528+545302 243.869354 54.884045 16h15m28.64s 54d53m02.56s 2.25e+00 2.20e+00  2.12e-01    20.65     0.97    16.04 2    
  307 SWIRE2_70_J160633+534731 241.639587 53.791950 16h06m33.50s 53d47m31.02s 1.74e+00 1.65e+00  1.48e-01    36.54     1.37    39.71 1    
  531 SWIRE2_70_J160520+542412 241.335312 54.403362 16h05m20.47s 54d24m12.10s 2.13e+00 2.03e+00  3.89e-01    29.00     1.27    39.31 1    
  755 SWIRE2_70_J160521+545100 241.341476 54.850155 16h05m21.95s 54d51m00.56s 1.92e+00 1.89e+00  1.87e-01    24.01     0.99    21.04 1    
  955 SWIRE2_70_J161258+540851 243.243912 54.147503 16h12m58.54s 54d08m51.01s 2.25e+00 2.15e+00 -2.70e-01    21.46     1.01     9.16 1    
  940 SWIRE2_70_J161251+540801 243.213120 54.133747 16h12m51.15s 54d08m01.49s 1.12e+00 1.10e+00  2.45e-01    40.37     0.97    26.72 1    
 1172 SWIRE2_70_J160800+551652 242.001434 55.281281 16h08m00.34s 55d16m52.61s 1.76e+00 1.67e+00  4.61e-01    26.10     0.96    39.95 1    
 1259 SWIRE2_70_J160955+551012 242.481918 55.170219 16h09m55.66s 55d10m12.79s 1.20e+00 1.19e+00  2.02e-01    38.51     1.01    25.82 1    
 1555 SWIRE2_70_J161301+552122 243.257370 55.356201 16h13m01.77s 55d21m22.32s 2.88e-01 2.92e-01  5.04e-02   331.76     2.45   256.71 2    
 1620 SWIRE2_70_J161513+550819 243.807358 55.138687 16h15m13.77s 55d08m19.27s 1.75e+00 1.78e+00  3.28e-01    27.38     1.04    31.94 1    
  864 SWIRE2_70_J160612+545541 241.552673 54.928284 16h06m12.64s 54d55m41.82s 2.27e+00 2.17e+00  6.91e-01    20.76     1.01     9.56 1    
 1104 SWIRE2_70_J161204+543449 243.018402 54.580555 16h12m04.42s 54d34m50.00s 1.25e+00 1.28e+00 -1.73e-01    28.88     0.78    24.78 2    
  469 SWIRE2_70_J160657+540323 241.740418 54.056465 16h06m57.70s 54d03m23.27s 6.37e-01 6.08e-01  1.44e-01    79.92     1.11    62.55 1    
  741 SWIRE2_70_J160901+541808 242.254562 54.302231 16h09m01.09s 54d18m08.03s 2.09e+00 2.13e+00 -4.28e-01    28.42     1.32    63.69 1    
 1013 SWIRE2_70_J160623+551151 241.596924 55.197735 16h06m23.26s 55d11m51.85s 2.52e+00 2.42e+00  5.80e-01    29.93     1.60    24.82 1    
  494 SWIRE2_70_J160755+535805 241.982422 53.968227 16h07m55.78s 53d58m05.62s 2.66e+00 2.60e+00  8.21e-01    16.94     0.91    20.12 2    
  806 SWIRE2_70_J161153+540108 242.974350 54.019146 16h11m53.84s 54d01m08.93s 2.86e+00 2.73e+00  8.06e-01    19.49     1.14    20.92 1    
 1094 SWIRE2_70_J160617+552244 241.573120 55.379124 16h06m17.55s 55d22m44.85s 1.58e+00 1.49e+00  3.92e-01    38.63     1.27    30.76 2    
 1366 SWIRE2_70_J161527+543412 243.865372 54.570167 16h15m27.69s 54d34m12.60s 9.72e-01 1.03e+00 -3.28e-01    56.61     1.31    45.64 2    
  321 SWIRE2_70_J160513+540121 241.306519 54.022724 16h05m13.56s 54d01m21.81s 1.55e+00 1.50e+00  3.10e-01    33.41     1.10    32.56 1    
  897 SWIRE2_70_J160504+550838 241.269959 55.144115 16h05m04.79s 55d08m38.81s 2.35e+00 2.21e+00  2.99e-01    26.45     1.30    11.86 2    
 1153 SWIRE2_70_J160646+552509 241.692673 55.419224 16h06m46.24s 55d25m09.21s 1.96e+00 1.94e+00  3.96e-01    29.00     1.40    22.78 1    
 1369 SWIRE2_70_J161453+543954 243.722061 54.665180 16h14m53.29s 54d39m54.65s 1.49e+00 1.50e+00 -2.38e-01    40.83     1.33    34.41 2    
  407 SWIRE2_70_J160747+534836 241.947510 53.810116 16h07m47.40s 53d48m36.42s 2.37e+00 2.37e+00 -2.99e-01    22.16     1.15    29.53 2    
  951 SWIRE2_70_J160544+551021 241.435364 55.172768 16h05m44.49s 55d10m21.96s 2.13e+00 2.17e+00  4.07e-01    21.11     0.96    10.68 1    
 1167 SWIRE2_70_J161443+541720 243.680481 54.288975 16h14m43.32s 54d17m20.31s 2.36e+00 2.30e+00  4.32e-01    23.43     1.15     6.30 1    
 1154 SWIRE2_70_J160942+550009 242.428925 55.002750 16h09m42.94s 55d00m09.90s 2.33e+00 2.34e+00  4.61e-01    19.72     0.98    18.05 1    
 1511 SWIRE2_70_J161603+544737 244.014816 54.793648 16h16m03.56s 54d47m37.13s 1.02e+00 1.04e+00  1.76e-01    43.85     1.03    31.84 2    
 1210 SWIRE2_70_J161351+543019 243.462585 54.505405 16h13m51.02s 54d30m19.46s 1.54e+00 1.53e+00  2.34e-01    35.15     1.17    22.57 1    
  899 SWIRE2_70_J161218+540715 243.078140 54.120922 16h12m18.75s 54d07m15.32s 2.34e+00 2.36e+00  3.71e-01    23.90     1.18    25.69 1    
 1107 SWIRE2_70_J160721+551541 241.837555 55.261391 16h07m21.01s 55d15m41.01s 2.49e+00 2.49e+00  5.65e-01    24.01     1.25    38.49 1    
  644 SWIRE2_70_J161046+534919 242.693954 53.822205 16h10m46.55s 53d49m19.94s 2.63e+00 2.60e+00  5.11e-01    20.30     1.16    16.35 2    
  884 SWIRE2_70_J160738+544602 241.908569 54.767441 16h07m38.06s 54d46m02.79s 4.61e-01 4.82e-01  5.40e-02   150.80     1.69   129.11 1    
 1308 SWIRE2_70_J160908+552241 242.284729 55.378128 16h09m08.33s 55d22m41.26s 7.24e-01 7.06e-01  2.30e-01    94.31     1.52    82.15 1    
 1556 SWIRE2_70_J161309+552211 243.289963 55.369751 16h13m09.59s 55d22m11.10s 2.23e-01 2.09e-01  2.52e-02   445.44     2.44   414.00 1    
 1432 SWIRE2_70_J161315+550215 243.315460 55.037502 16h13m15.71s 55d02m15.01s 2.99e+00 2.98e+00 -9.83e-01    22.74     1.52     5.34 1    
  501 SWIRE2_70_J160617+541321 241.574341 54.222538 16h06m17.84s 54d13m21.14s 1.94e+00 1.92e+00  4.14e-01    32.48     1.36    17.63 1    
 1021 SWIRE2_70_J161020+543901 242.585159 54.650387 16h10m20.44s 54d39m01.39s 2.63e+00 2.59e+00  4.54e-01    22.39     1.28    30.19 2    
 1301 SWIRE2_70_J161259+544830 243.246597 54.808376 16h12m59.18s 54d48m30.15s 2.09e+00 2.05e+00 -6.84e-01    24.71     1.17    40.03 2    
  839 SWIRE2_70_J160526+545940 241.360718 54.994522 16h05m26.57s 54d59m40.28s 1.41e+00 1.35e+00  3.17e-01    29.58     0.91    17.52 1    
 1047 SWIRE2_70_J161052+543740 242.719406 54.627918 16h10m52.66s 54d37m40.50s 3.19e+00 3.00e+00  7.63e-01    19.49     1.23    20.75 1    
 1255 SWIRE2_70_J161150+545302 242.959946 54.884087 16h11m50.39s 54d53m02.71s 2.12e+00 2.14e+00 -3.35e-01    25.98     1.23    38.31 1    
 1755 SWIRE2_70_J161542+552033 243.926315 55.342529 16h15m42.32s 55d20m33.10s 2.33e+00 2.24e+00  6.01e-01    17.40     0.86    18.67 1    
  624 SWIRE2_70_J160902+540237 242.258530 54.043785 16h09m02.05s 54d02m37.63s 1.68e+00 1.70e+00  2.63e-01    35.50     1.32    37.33 2    
  856 SWIRE2_70_J160801+543948 242.007141 54.663574 16h08m01.71s 54d39m48.87s 1.26e+00 1.20e+00  1.76e-01    38.40     1.07    18.68 1    
 1280 SWIRE2_70_J160927+551641 242.363037 55.278171 16h09m27.13s 55d16m41.42s 1.22e+00 1.15e+00  3.82e-01    43.62     1.12    61.74 1    
 1496 SWIRE2_70_J161218+551852 243.076706 55.314491 16h12m18.41s 55d18m52.17s 2.07e+00 2.12e+00 -6.30e-01    20.65     0.95    17.86 1    
 1117 SWIRE2_70_J160712+551721 241.803253 55.289188 16h07m12.78s 55d17m21.08s 2.61e+00 2.66e+00  5.87e-01    22.74     1.30    21.90 1    
  654 SWIRE2_70_J160833+540923 242.137558 54.156460 16h08m33.01s 54d09m23.26s 1.82e+00 1.82e+00  1.87e-01    37.70     1.54    24.66 1    
  886 SWIRE2_70_J161327+535545 243.363236 53.929283 16h13m27.18s 53d55m45.42s 7.52e-01 7.56e-01 -1.84e-01    87.70     1.51    69.38 1    
 1238 SWIRE2_70_J161524+542006 243.850769 54.335186 16h15m24.18s 54d20m06.67s 1.52e+00 1.49e+00  9.00e-02    34.80     1.20    32.29 1    
 1041 SWIRE2_70_J161546+535401 243.942490 53.900517 16h15m46.20s 53d54m01.86s 1.33e+00 1.21e+00  4.75e-01    37.24     1.01    51.04 1    
 1249 SWIRE2_70_J160902+551632 242.261948 55.275787 16h09m02.87s 55d16m32.83s 2.41e+00 2.35e+00  7.24e-01    25.06     1.28    13.41 1    
  911 SWIRE2_70_J161416+535057 243.568375 53.849426 16h14m16.41s 53d50m57.93s 1.61e+00 1.62e+00  2.02e-01    26.33     0.95    23.01 1    
  578 SWIRE2_70_J161042+534301 242.677231 53.716961 16h10m42.54s 53d43m01.06s 6.88e-01 6.48e-01  1.76e-01    68.32     1.01    62.87 1    
  810 SWIRE2_70_J161229+535615 243.122284 53.937565 16h12m29.35s 53d56m15.23s 2.35e+00 2.43e+00  4.32e-02    22.97     1.19    -2.96 1    
  994 SWIRE2_70_J160548+551620 241.453934 55.272312 16h05m48.94s 55d16m20.32s 5.22e-01 5.15e-01  4.68e-02   142.68     1.66   182.12 1    
  771 SWIRE2_70_J160414+550231 241.062180 55.041985 16h04m14.92s 55d02m31.15s 1.77e+00 1.76e+00  3.42e-01    39.56     1.57    70.19 1    
  948 SWIRE2_70_J160849+544421 242.208069 54.739281 16h08m49.94s 54d44m21.41s 1.57e+00 1.52e+00  3.46e-01    43.15     1.48    32.13 2    
 1204 SWIRE2_70_J161203+544533 243.013458 54.759293 16h12m03.23s 54d45m33.45s 1.83e+00 1.86e+00  1.94e-01    31.78     1.30    33.45 2    
 1307 SWIRE2_70_J160936+551812 242.402115 55.303455 16h09m36.51s 55d18m12.44s 2.61e+00 2.64e+00 -3.24e-02    17.86     1.00    23.29 2    
 1563 SWIRE2_70_J161331+551720 243.379700 55.288902 16h13m31.13s 55d17m20.05s 2.24e+00 2.04e+00  8.96e-01    30.51     1.33    13.92 2    
  224 SWIRE2_70_J160552+534212 241.467056 53.703514 16h05m52.09s 53d42m12.65s 2.20e+00 2.24e+00  1.08e-01    27.49     1.30    15.91 1    
  456 SWIRE2_70_J160809+535104 242.038727 53.851173 16h08m09.29s 53d51m04.22s 2.52e+00 2.49e+00  5.40e-01    23.08     1.29     6.89 1    
  872 SWIRE2_70_J161119+541256 242.831406 54.215775 16h11m19.54s 54d12m56.79s 1.48e+00 1.49e+00  3.92e-01    43.38     1.38    47.35 1    
 1512 SWIRE2_70_J161154+552343 242.978668 55.395477 16h11m54.88s 55d23m43.72s 3.54e+00 3.46e+00 -6.59e-01    21.11     1.61    13.66 1    
 1520 SWIRE2_70_J161425+550347 243.604263 55.063198 16h14m25.02s 55d03m47.51s 1.79e+00 1.79e+00  2.84e-01    20.07     0.78    10.85 2    
 1194 SWIRE2_70_J161425+542315 243.605423 54.387501 16h14m25.30s 54d23m15.00s 1.85e+00 1.80e+00  3.64e-01    22.85     0.93    23.28 1    
  683 SWIRE2_70_J160857+541028 242.238602 54.174480 16h08m57.26s 54d10m28.13s 2.33e+00 2.33e+00 -6.01e-01    24.24     1.31    14.74 2    
  867 SWIRE2_70_J161019+542152 242.580414 54.364689 16h10m19.30s 54d21m52.88s 1.62e+00 1.61e+00  3.10e-01    34.68     1.20    15.99 1    
 1036 SWIRE2_70_J161334+541252 243.395706 54.214539 16h13m34.97s 54d12m52.34s 1.82e+00 1.75e+00  2.77e-01    22.74     0.86    22.88 2    
 1171 SWIRE2_70_J161200+544211 243.001495 54.703110 16h12m00.36s 54d42m11.20s 2.60e+00 2.56e+00  6.73e-01    20.07     1.07     2.18 1    
 1683 SWIRE2_70_J161431+552309 243.632568 55.385979 16h14m31.82s 55d23m09.52s 2.13e+00 2.14e+00 -1.87e-01    24.36     1.15    20.41 2    
  935 SWIRE2_70_J161527+534402 243.866425 53.733906 16h15m27.94s 53d44m02.06s 8.78e-01 8.78e-01  2.34e-01    74.70     1.48    70.53 2    
  506 SWIRE2_70_J160857+535118 242.241211 53.855019 16h08m57.89s 53d51m18.07s 1.63e+00 1.68e+00  1.80e-01    24.94     0.89    30.03 1    
