242.31424,872331.264,55.40945,199474.02,1988.22,0.04
242.30695,872305.02,55.36207,199303.452,1248.97,0.32
243.95885,878251.86,54.42979,195947.244,702.9,0.6
243.11206,875203.416,55.00635,198022.86,867.59,0.85
242.42732,872738.352,55.35498,199277.928,1154.97,0.9
242.68097,873651.492,55.25146,198905.256,346.63,0.42
242.68234,873656.424,55.20567,198740.412,414.33,0.54
242.43294,872758.584,55.35441,199275.876,543.16,0.39
242.55286,873190.296,55.39689,199428.804,479.8,0.01
242.75154,873905.544,55.17544,198631.584,426.2,0.53
242.58157,873293.652,55.32304,199162.944,654.84,0.01
242.90149,874445.364,55.02982,198107.352,493.14,0.1
243.55585,876801.06,54.66934,196809.624,527.37,0.53
243.78746,877634.856,54.57429,196467.444,413.6,0.48
243.0863,875110.68,55.01415,198050.94,1267.72,0.01
242.99991,874799.676,54.96227,197864.172,382.38,0.33
242.57498,873269.928,55.29007,199044.252,443.91,0.43
243.56447,876832.092,54.73153,197033.508,970.01,0.89
242.94803,874612.908,55.0652,198234.72,403.67,0.43
242.78561,874028.196,55.27642,198995.112,514.27,0.19
243.42294,876322.584,54.76466,197152.776,389.24,0.03
242.37759,872559.324,55.42378,199525.608,483.85,0.35
243.72121,877396.356,54.66478,196793.208,1685.81,0.62
242.40173,872646.228,55.30376,199093.536,4934.54,0.85
242.61333,873407.988,55.2946,199060.56,466.16,0.02
242.98593,874749.348,54.96407,197870.652,415.88,0.43
242.45593,872841.348,55.35875,199291.5,386.6,0.03
242.81561,874136.196,55.16745,198602.82,770.74,0.71
242.51372,873049.392,55.39462,199420.632,944.61,0.8
243.14355,875316.78,55.0698,198251.28,903.33,0.86
243.59282,876934.152,54.66183,196782.588,389.97,0.1
243.28416,875822.976,54.90436,197655.696,444.66,0.51
243.02618,874894.248,55.07727,198278.172,779.73,0.16
242.83978,874223.208,55.07486,198269.496,322.26,0.5
242.84325,874235.7,55.06955,198250.38,477.72,0.2
243.70706,877345.416,54.5866,196511.76,404.02,0.51
242.76794,873964.584,55.37086,199335.096,493.55,0.18
242.65646,873563.256,55.40405,199454.58,6572.12,0.79
243.51508,876654.288,54.95324,197831.664,355.79,0.27
243.69258,877293.288,54.80962,197314.632,372.79,0.45
243.33575,876008.7,55.07399,198266.364,371.2,0.04
243.74843,877494.348,54.62496,196649.856,422.99,0.09
243.61926,877029.336,54.72594,197013.384,928.65,0.79
242.93349,874560.564,55.15562,198560.232,445.94,0.43
242.47069,872894.484,55.30704,199105.344,697.48,0.01
243.43896,876380.256,54.83033,197389.188,354.77,0
243.6774,877238.64,54.68407,196862.652,572.06,0.01
242.52843,873102.348,55.42881,199543.716,2437.61,0.02
243.49644,876587.184,54.94038,197785.368,415.5,0.09
243.41127,876280.572,55.00815,198029.34,390.52,0.5
242.81049,874117.764,55.37147,199337.292,519.54,0.12
243.19028,875485.008,55.24223,198872.028,537.41,0.57
243.36412,876110.832,54.98473,197945.028,454.75,0.34
242.64641,873527.076,55.16736,198602.496,327.59,0.48
242.33301,872398.836,55.42945,199546.02,423.6,0.02
242.64099,873507.564,55.24393,198878.148,330.41,0.48
243.52988,876707.568,54.76314,197147.304,360.54,0.06
243.87947,877966.092,54.57797,196480.692,338.75,0.56
242.36879,872527.644,55.3435,199236.6,330.97,0.22
242.58121,873292.356,55.24149,198869.364,466.78,0.5
243.50468,876616.848,54.79253,197253.108,2482.03,0.88
242.5974,873350.64,55.35356,199272.816,372.04,0.37
243.50026,876600.936,54.7207,196994.52,431.94,0.19
243.87883,877963.788,54.49622,196186.392,754.78,0.19
244.00192,878406.912,54.49509,196182.324,494.3,0.53
243.70197,877327.092,54.69682,196908.552,519.7,0.53
243.31564,875936.304,54.91209,197683.524,2435.8,0.95
243.06477,875033.172,55.0512,198184.32,448.14,0.17
243.80228,877688.208,54.6885,196878.6,1230.67,0.26
243.1176,875223.36,55.02939,198105.804,530.35,0.42
241.00182,867606.552,55.37616,199354.176,395.27,0.18
241.46445,869272.02,55.17685,198636.66,392.38,0.02
242.10684,871584.624,54.83987,197423.532,532.47,0.53
242.27563,872192.268,54.69968,196918.848,377.3,0.31
243.54115,876748.14,54.0685,194646.6,391.09,0.05
242.45226,872828.136,54.71848,196986.528,556.44,0.59
243.51511,876654.396,54.00166,194405.976,318.99,0.04
241.66302,869986.872,54.92316,197723.376,402.21,0.35
243.32854,875982.744,53.97813,194321.268,476.65,0.52
243.06622,875038.392,54.18769,195075.684,430.55,0.51
242.81078,874118.808,54.31863,195547.068,1378.2,0.04
243.33731,876014.316,54.03852,194538.672,365.7,0.14
241.53503,869526.108,55.16053,198577.908,1941.01,0.8
242.7002,873720.72,54.39433,195819.588,775.21,0.68
243.90872,878071.392,53.70722,193345.992,1060.15,0.91
241.33229,868796.244,55.19196,198691.056,395.83,0.07
242.88861,874398.996,54.24464,195280.704,430.25,0.09
243.21152,875561.472,54.08268,194697.648,442.63,0.19
243.246,875685.6,54.07462,194668.632,506.92,0
243.87526,877950.936,53.75428,193515.408,569.06,0.27
243.27597,875793.492,53.991,194367.6,405.32,0.22
242.85155,874265.58,54.26059,195338.124,768.87,0.15
243.73882,877459.752,53.7874,193634.64,997.22,0.91
242.29648,872267.328,54.66462,196792.632,565.67,0.55
243.3105,875917.8,54.0502,194580.72,710.8,0.01
242.76436,873951.696,54.3584,195690.24,327.98,0.34
242.53345,873120.42,54.50036,196201.296,506.22,0.09
