241.57874,869683.464,53.88414,193982.904,82.72,0.93,56.83,0.89,32.22,0.45,0,0,0,0
241.7146,870172.56,53.78842,193638.312,53.35,0.98,30.78,0.91,45.07,0.04,0,0,0,0
241.47513,869310.468,53.94141,194189.076,132.95,0.98,86.94,0.97,59.54,0.2,36.23,0.35,0,0
241.47913,869324.868,53.92554,194131.944,678.56,0.99,455.14,0.98,307.18,0.9,180.15,0.82,0,0
241.80119,870484.284,53.75583,193520.988,11.49,0.61,14.38,0.45,0,0,0,0,0,0
241.58597,869709.492,53.88255,193977.18,42.54,0.54,45.32,0.37,0,0,33.01,0.38,-99,-9
241.25018,868500.648,54.08272,194697.792,93.36,0.32,66.29,0.61,68.49,0.07,0,0,0,0
241.39302,869014.872,53.99038,194365.368,18.98,0.65,13.48,0.5,0,0,0,0,0,0
241.79747,870470.892,53.77428,193587.408,18.77,0.16,21.5,0.07,0,0,0,0,0,0
241.55849,869610.564,53.88554,193987.944,21.38,0.09,19.29,0.81,0,0,0,0,0,0
241.30064,868682.304,54.03883,194539.788,31.6,0.93,23.56,0.16,0,0,0,0,0,0
241.8502,870660.72,53.73201,193435.236,14.66,0.69,17.19,0.68,0,0,0,0,0,0
241.65784,869968.224,53.83568,193808.448,109.54,0.98,169.32,0.97,312.52,0.74,739.76,0.89,3077.65,0.79
241.70311,870131.196,53.81466,193732.776,12.76,0.53,12.27,0.66,0,0,0,0,0,0
241.82716,870577.776,53.75877,193531.572,12.89,0.74,7.24,0.32,0,0,0,0,0,0
241.82869,870583.284,53.74419,193479.084,31.3,0.03,31.12,0.7,0,0,0,0,0,0
241.83876,870619.536,53.75357,193512.852,56.48,0.69,50.23,0.5,46.24,0.07,0,0,0,0
241.22696,868417.056,54.08807,194717.052,103.49,0.09,71.68,0.03,0,0,49.21,0.38,-99,-9
241.79941,870477.876,53.76873,193567.428,25.49,0.95,19.16,0.7,0,0,0,0,-99,-9
241.31639,868739.004,54.04102,194547.672,50.39,0.05,33.24,0.04,0,0,0,0,0,0
241.84523,870642.828,53.72506,193410.216,14.31,0.14,15.9,0.64,0,0,0,0,0,0
241.69086,870087.096,53.81047,193717.692,19.22,0.4,17.54,0.69,0,0,0,0,0,0
241.78291,870418.476,53.75914,193532.904,28.47,0.43,18.32,0.19,0,0,0,0,0,0
241.3147,868732.92,54.03658,194531.688,26.2,0.27,23.91,0.52,0,0,0,0,0,0
241.30263,868689.468,54.04905,194576.58,19.49,0.57,14.55,0.62,0,0,0,0,0,0
241.48711,869353.596,53.93879,194179.644,78.41,0.61,62.43,0.16,53.88,0.09,37.27,0.4,0,0
241.49045,869365.62,53.92335,194124.06,16.94,0.29,21.18,0.15,0,0,0,0,0,0
241.27911,868604.796,54.04642,194567.112,23.32,0.51,24.39,0.01,0,0,0,0,0,0
241.58284,869698.224,53.89054,194005.944,19.45,0.92,22.48,0.74,0,0,33.58,0.35,0,0
241.27811,868601.196,54.0504,194581.44,22.33,0.65,28.21,0.13,52.06,0.14,0,0,0,0
241.59091,869727.276,53.881,193971.6,24.87,0.64,23.18,0.33,0,0,0,0,0,0
241.50317,869411.412,53.92408,194126.688,45.04,0.96,31.54,0.9,50.46,0.21,0,0,0,0
241.62875,869863.5,53.85741,193886.676,5417.09,0.98,3281.58,0.98,2242.03,0.83,1262.16,0.9,0,0
241.85283,870670.188,53.73046,193429.656,68.59,0.96,45.8,0.97,0,0,0,0,0,0
241.62518,869850.648,53.86489,193913.604,63.38,0.97,44.57,0.76,42.77,0.36,0,0,0,0
241.39146,869009.256,54.00244,194408.784,42.98,0.26,24.1,0.87,0,0,0,0,0,0
241.4558,869240.88,53.96209,194263.524,21.15,0.59,15.96,0.51,0,0,0,0,-99,-9
241.07811,867881.196,54.75689,197124.804,21.79,0.48,26.03,0.8,0,0,0,0,0,0
241.30176,868686.336,54.65448,196756.128,57.89,0.9,34.62,0.82,0,0,0,0,0,0
241.29919,868677.084,54.62876,196663.536,179.55,0.94,122.61,0.43,59.32,0.49,59.7,0.05,0,0
241.05919,867813.084,54.76367,197149.212,30.36,0.89,21.58,0.11,0,0,0,0,0,0
241.27945,868606.02,54.60857,196590.852,119.49,0.81,97.7,0.3,55.77,0.52,76.24,0.53,0,0
241.14198,868111.128,54.73734,197054.424,53.2,0.82,74.8,0.97,161.5,0.14,477.16,0.9,3128.46,0.96
241.11043,867997.548,54.70646,196943.256,85.65,0.03,76.86,0.02,0,0,211.82,0.01,-99,-9
241.35408,868874.688,54.62511,196650.396,26.58,0.06,19.8,0.12,0,0,0,0,0,0
241.53102,869511.672,54.4954,196183.44,20.75,0.01,15.33,0,0,0,0,0,0,0
241.69121,870088.356,54.40339,195852.204,48.34,0.75,34.84,0.73,0,0,0,0,-99,-9
241.69879,870115.644,54.40349,195852.564,33.31,0.85,20.07,0.69,0,0,0,0,0,0
241.57043,869653.548,54.45114,196024.104,26.87,0.67,21.19,0.29,0,0,0,0,0,0
241.3158,868736.88,54.64624,196726.464,84.61,0.14,83.14,0.18,56.73,0.06,0,0,-99,-9
241.57028,869653.008,54.45265,196029.54,10.61,0.34,10.42,0.02,0,0,0,0,0,0
241.25398,868514.328,54.73071,197030.556,28.21,0.01,24.04,0.02,0,0,0,0,0,0
241.54601,869565.636,54.52354,196284.744,27.69,0.14,26.79,0.63,0,0,0,0,0,0
241.73019,870228.684,54.46417,196071.012,16.27,0.9,10.76,0.51,0,0,0,0,0,0
241.12595,868053.42,54.75829,197129.844,60.58,0.39,41.6,0.77,0,0,0,0,0,0
241.08714,867913.704,54.75958,197134.488,36.19,0.67,32.13,0.75,-99,-9,0,0,0,0
241.50331,869411.916,54.48182,196134.552,49.04,0.39,34.24,0.03,0,0,0,0,-99,-9
241.60461,869776.596,54.42696,195937.056,37.66,0.17,32.6,0.62,0,0,0,0,0,0
241.51437,869451.732,54.51115,196240.14,19.04,0.92,17.52,0.55,0,0,0,0,0,0
241.21677,868380.372,54.72406,197006.616,80.23,0.22,51.14,0.38,0,0,0,0,0,0
241.06595,867837.42,54.80887,197311.932,29.54,0.36,22.63,0.53,0,0,0,0,0,0
241.08942,867921.912,54.71822,196985.592,72.79,0.03,55.98,0.05,0,0,0,0,-99,-9
241.07417,867867.012,54.728,197020.8,49.61,0.02,50.13,0.01,0,0,131.51,0,-99,-9
241.1761,868233.96,54.76367,197149.212,15.04,0.83,17.6,0.49,0,0,0,0,0,0
241.06233,867824.388,54.78829,197237.844,113.31,1,74.82,0.97,53.04,0.47,49.6,0.35,0,0
241.08809,867917.124,54.81398,197330.328,24.54,0.95,29.26,0.94,0,0,48.45,0.48,1171.07,0.71
241.39984,869039.424,54.63796,196696.656,88.28,0.96,82.67,0.63,44.31,0.5,206.5,0.88,-99,-9
241.1328,868078.08,54.74745,197090.82,46.1,0.92,40.15,0.5,0,0,0,0,0,0
242.09587,871545.132,54.03428,194523.408,14.95,0.82,11.52,0.49,0,0,0,0,0,0
242.54033,873145.188,53.75377,193513.572,140.97,0.87,110.17,0.7,72.1,0.03,87.76,0.5,0,0
242.61191,873402.876,53.72454,193408.344,44.68,0.86,26.48,0.8,0,0,0,0,0,0
241.92644,870935.184,54.11095,194799.42,68.4,0.22,52.86,0.34,50.92,0.02,0,0,0,0
242.39496,872621.856,53.83973,193823.028,59.36,0.02,51.13,0.11,0,0,0,0,0,0
242.24937,872097.732,53.94224,194192.064,29.48,0.18,23.46,0.61,0,0,0,0,0,0
242.22247,872000.892,53.95993,194255.748,17.36,0.89,16.62,0.7,0,0,0,0,0,0
242.31013,872316.468,53.9145,194092.2,45.43,0.02,38.91,0.33,36.45,0.43,44.97,0.44,0,0
241.76599,870357.564,54.23305,195238.98,42.18,0.53,32.64,0.63,0,0,0,0,0,0
242.56679,873240.444,53.76625,193558.5,1431.27,0.98,858.43,0.98,629.46,0.91,363.5,0.9,0,0
241.9657,871076.52,54.12073,194834.628,40.31,0.77,37.58,0.39,0,0,0,0,0,0
241.77856,870402.816,54.22417,195207.012,19.95,0,22.03,0,0,0,0,0,0,0
241.98096,871131.456,54.10422,194775.192,37.84,0.95,25.77,0.66,-99,-9,0,0,0,0
242.44949,872818.164,53.83844,193818.384,8.19,0.63,10.2,0.49,0,0,0,0,0,0
