RA ,Dec,Total_Radio_Flux,Peak_Radio_Flux,fuv_mag,nuv_mag,fuv_flux,nuv_flux,flux_ap2_24,stell_index_24,flux_prf_70,flux_ap4_70,flux_prf_160,flux_ap3_160,flux_ap2_36_05,stell_36_05,flux_ap2_45_05,stell_45_05,flux_ap2_58_05,stell_58_05,flux_ap2_80_05,stell_80_05,flux_ap2_24_05,stell_24_05,flux_ap1_servs1,flux_ap2_servs1,flux_ap3_servs1,flux_ap4_servs1,flux_ap5_servs1,snr_1_servs1,snr_2_servs1,snr_3_servs1,snr_4_servs1,snr_5_servs1,flux_iso_servs1,snr_iso_servs1,class_star_servs1,flux_ap1_servs2,flux_ap2_servs2,flux_ap3_servs2,flux_ap4_servs2,flux_ap5_servs2,snr_1_servs2,snr_2_servs2,snr_3_servs2,snr_4_servs2,snr_5_servs2,flux_iso_servs2,snr_iso_servs2,class_star_servs2,flux_aper_1_1_servs12,flux_aper_2_1_servs12,flux_aper_3_1_servs12,flux_aper_4_1_servs12,flux_aper_5_1_servs12,snr_1_1_servs12,snr_2_1_servs12,snr_3_1_servs12,snr_4_1_servs12,snr_5_1_servs12,flux_iso_1_servs12,snr_iso_1_servs12,class_star_1_servs12,flux_aper_1_2_servs12,flux_aper_2_2_servs12,flux_aper_3_2_servs12,flux_aper_4_2_servs12,flux_aper_5_2_servs12,snr_1_2_servs12,snr_2_2_servs12,snr_3_2_servs12,snr_4_2_servs12,snr_5_2_servs_12,flux_iso_2_servs12,snr_iso_2_servs12,class_star_2_servs12
242.751,54.7,42.731,48.998,-999,24.2364674,-999,0.733521044,0,0,0,0,0,0,129.09,0.92,119.52,0.73,151.03,0.6,161.3,0.8,-99,-9,91.3,96.4,104.4,110.5,114.1,155.4,169,159,133.3,106.7,106.9,117.9,0.63,80.8,83.9,88.6,93.3,94.4,155.7,163.1,151.7,122.2,93.6,88.6,107.4,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.751,54.702,36.809,37.331,-999,24.2364674,-999,0.733521044,0,0,0,0,0,0,129.09,0.92,119.52,0.73,151.03,0.6,161.3,0.8,-99,-9,91.3,96.4,104.4,110.5,114.1,155.4,169,159,133.3,106.7,106.9,117.9,0.63,80.8,83.9,88.6,93.3,94.4,155.7,163.1,151.7,122.2,93.6,88.6,107.4,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.749,53.95,0.838,0.649,0,0,0,0,0,0,0,0,0,0,36.61,0.95,52.55,0.97,93.41,0.53,146.36,0.7,-99,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.743,54.091,0.452,0.551,23.457489,24.0552883,1.50316453,0.8667307,786.99,0.82,0,0,0,0,128.76,0.98,120.52,0.24,111.12,0.46,298.76,0.86,786.99,0.82,8.7,9.7,11.4,11.7,11,17.2,18.5,18,14.7,11.7,10.4,18.3,0.01,7.9,8.7,9.9,11.1,11.3,15,15.7,14.9,12.7,10.6,9,15.6,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.748,55.119,2.359,2.737,0,0,0,0,504.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,50.8,63,76.1,84.2,113,125.6,133.2,122.8,103.6,82.7,101.2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.742,54.59,0.415,0.614,0,0,0,0,657.38,0.47,0,0,0,0,27.97,0.05,38.15,0.16,0,0,0,0,657.38,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.739,54.876,0.701,0.891,24.0170364,-999,0.8978164,-999,1491.99,0.87,0,0,118.17,107.8,191.88,0.45,144.45,0.08,184.13,0.05,214.12,0.25,1491.99,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.73,54.383,0.506,0.546,-999,21.90763,-999,6.265377,733.71,0.15,0,0,0,0,7121.27,0.98,4506.62,0.97,2938.21,0.88,1705.62,0.89,0,0,5335.2,5665.5,5935.6,6009,6087.7,1878.3,2351.4,2707.8,2758.9,2732.5,6529.2,1879.3,0.93,4135.8,4191.9,4235.7,4306.7,4319.9,1538,1820.9,2056.2,2054.3,1974.8,4564.3,1253.6,0.96,5335.2,5665.5,5935.6,6009,6087.7,1878.3,2351.4,2707.8,2758.9,2732.5,6529.2,1879.3,0.93,4135.8,4191.9,4235.7,4306.7,4319.9,1538,1820.9,2056.2,2054.3,1974.8,4564.3,1253.6,0.96
242.728,54.549,1.666,1.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.6,134.9,155.1,178.6,194.7,213.4,237.4,244.5,219.9,185.7,205.2,154.7,0.03,162.6,179.4,211.1,240.8,265.2,316.7,372,392.4,364.4,313.5,295.6,229.4,0.03,123.6,134.9,155.1,178.6,194.7,213.4,237.4,244.5,219.9,185.7,205.2,154.7,0.03
242.731,54.951,0.745,1.082,-999,23.5371685,-999,1.39679229,423.94,0.29,0,0,0,0,57.65,0.91,57.78,0.78,54.07,0.04,78.36,0.51,423.94,0.29,55.2,57.2,59.4,60.5,61.7,95.6,100.6,88.8,69.9,53.8,57,72.5,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,57.2,59.4,60.5,61.7,95.6,100.6,88.8,69.9,53.8,57,72.5,0.93,56,57.6,59.8,62.8,65,124.2,128.9,115.6,91.6,70.8,59.8,87,0.94
242.726,54.143,0.587,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,4,4.2,4.6,4.6,8.7,8.9,7.6,6.2,4.6,3.6,9.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.728,54.831,0.424,0.46,22.0956974,21.3623028,5.26893473,10.3532906,1768.42,0.89,26.68,26.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.728,55.012,0.586,0.585,24.1504612,24.514534,0.7939942,0.5677883,0,0,0,0,0,0,248.98,0.04,198.48,0.07,125.82,0,103.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.5,197,228.3,261.3,279.9,219.9,254.8,272.3,248.7,209.9,298,164.7,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.722,54.826,0.659,0.859,0,0,0,0,1148.1,0.68,0,0,0,0,102.52,0.95,84.68,0.88,98.22,0,136.92,0.55,1148.1,0.68,99.1,102,105.5,106.1,105.8,213.3,228.5,208.5,166.1,126.9,100.7,146.9,0.97,79.7,81.5,82.8,84.9,84.2,149.7,156.6,138.9,108.7,82.5,78.4,107,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.72,54.628,1.141,0.959,-999,24.720293,-999,0.469767153,2646.36,0.59,19.49,20.75,0,0,70.77,0.33,66.55,0.84,72.03,0.51,136.06,0.6,2646.36,0.59,43.2,46.6,53.3,58.4,61.6,77.1,83,79.9,67.5,53.7,55,65.6,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.714,53.69,1.651,1.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.716,54.231,0.652,0.755,21.200388,20.5193748,12.0183945,22.5034657,2375.39,0.78,33.99,32.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.9,837.3,984.6,1108.1,1194.7,537.3,660.4,767.2,786.6,747.2,1359.8,489.8,0.24,517,568.7,664.3,761,813.6,441,524.4,604.9,601.6,544.6,907.8,347.3,0.18
242.713,54.095,0.587,0.618,23.18191,22.3793564,1.937485,4.05749,2556.26,0.65,22.5,10.45,0,0,218.71,0.35,217.89,0.23,131.98,0.16,761.95,0.14,2556.26,0.65,196.4,210.7,233,244.6,249.9,336.2,387.8,397.6,345,274.4,234.8,268.6,0.94,207.3,221.1,238.6,255.1,258.6,245.4,281.3,286.1,246.4,194.8,241.7,197.6,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.715,54.534,0.481,0.665,-999,21.5369015,-999,8.815344,1326.42,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,11.7,13.1,14.3,15.4,20.5,21.2,20.4,17.3,15,11.1,20.5,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.718,55.205,0.904,0.957,0,0,0,0,553.54,0.6,0,0,0,0,29.25,0.28,26.55,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.702,54.463,0.675,0.661,0,0,0,0,0,0,0,0,0,0,87.4,0.83,101.73,0.41,85.68,0.1,88.4,0.53,-99,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1,59,58.3,57.8,56.1,90.6,96.8,92.5,78.2,60.8,47.6,86.7,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.699,54.075,0.41,0.493,23.734127,23.5634365,1.16506791,1.36340618,848.18,0.82,0,0,0,0,108.23,0.72,121.86,0.22,113.15,0,386.18,0.5,848.18,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.7,54.167,0.52,0.43,-999,23.7537518,-999,1.1441915,384.24,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9,48.3,54.7,58.6,59.5,98.4,104.8,99.1,82,62.8,59.3,71.9,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,9.4,10,10.3,9.8,22.1,22.5,19,14.7,11,9.1,19.7,0.16,6,6.5,7.3,7.8,8.1,13.2,13.5,12.7,10.1,8,7.6,14.4,0.06
242.7,54.395,0.603,0.587,-999,21.92477,-999,6.167251,775.21,0.68,0,0,0,0,82.52,0.56,67.27,0.48,-99,-9,75.12,0.49,775.21,0.68,77.8,80.5,86.1,90.7,92.1,149.1,159.6,148.2,122.8,94.9,87.1,111.5,0.7,63.7,66.3,70,74.3,74,108,112.4,103.1,83.7,63.3,72,76.7,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.7,54.785,0.757,0.869,-999,22.2161922,-999,4.71544456,0,0,0,0,0,0,18.31,0.01,12.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.696,54.457,0.677,0.756,-999,24.3338337,-999,0.670604,487.79,0.53,0,0,0,0,20.12,0.03,29.48,0.17,65.89,0,0,0,487.79,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.694,54.594,0.547,0.506,19.9298935,19.52212,38.7297134,56.383503,2163.88,0.05,25.75,6.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.691,53.951,0.453,0.489,0,0,0,0,1399.96,0.94,0,0,0,0,611.82,0.98,381.98,0.91,287.03,0.71,170.31,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,5.5,6.3,6.7,7.1,9.9,9.8,9.1,7.4,5.9,4.9,10.6,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.692,54.391,1.743,2.085,-999,23.3755226,-999,1.62102735,0,0,0,0,0,0,92.96,0.15,83.31,0.03,48.14,0.49,90.5,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.7,82.1,95.3,109.2,116.9,116.6,131.1,134.2,118,96.3,119.6,95.7,0.05,81.7,91.1,107.2,121.3,131.1,142,162.4,165,145.1,119.2,135.7,113.2,0.05,73.7,82.1,95.3,109.2,116.9,116.6,131.1,134.2,118,96.3,119.6,95.7,0.05
242.69,54.08,0.784,0.814,-999,24.5644875,-999,0.542256236,0,0,0,0,0,0,56.14,0.6,51.69,0.77,0,0,0,0,0,0,52.5,54,57.1,58.8,58.7,111.8,115.8,103.3,82.3,64.7,54.6,84.4,0.96,52,53.6,54.9,55.6,54.8,83.4,86,76.3,59.6,46.4,50.5,67.2,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.687,54.122,0.495,0.471,0,0,0,0,0,0,0,0,0,0,56.56,0.97,56.82,0.97,56.78,0.54,56.51,0.14,0,0,30.2,39.9,55.5,68,75.3,77.7,99.4,113.5,106.1,87.7,82.8,85.5,0.09,57.1,58,59.6,61.2,59.5,111.9,114.5,101.6,79.5,59.5,55.8,85.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.688,54.603,1.193,1.518,21.2278919,20.1746712,11.7177715,30.91227,1445.01,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.3,489.4,497.3,511.8,515.7,547,621.1,644.3,567.3,470.6,522.3,354.3,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.684,54.119,0.397,0.485,24.5749722,24.484787,0.537048042,0.583559334,575.63,0.58,0,0,0,0,143.65,0.22,112.25,0.15,100.95,0.31,100.22,0.6,575.63,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,108.3,114.3,122.8,128.7,127.9,180.4,194.5,185.9,150.9,115.8,124.7,118.6,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.687,54.949,0.499,0.62,-999,25.6540928,-999,0.198775291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.7,1.7,1.5,1.4,4.4,4.3,3.4,2.3,1.6,0.9,4.8,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.5,3.7,3.7,3.8,8.7,8.6,7.3,5.6,4.2,2.8,9.2,0.57,2.4,2.4,2.7,3.4,4.9,4.6,4.3,4.1,3.8,4,1.2,4.7,0.58
242.689,55.296,1.118,1.151,0,0,0,0,3315.25,0.97,37.24,29.72,140.4,32.68,347.27,0.03,357.34,0.05,275.94,0.01,946.77,0.73,3315.25,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.688,55.348,3.441,2.789,0,0,0,0,0,0,0,0,0,0,50.23,0.17,47.85,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.674,54.107,2.958,0.881,-999,24.155262,-999,0.7904876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.674,53.937,1.3,0.88,0,0,0,0,1570.79,0.93,0,0,0,0,129.62,0.98,197.93,0.98,371.09,0.85,697.83,0.89,1570.79,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.7,109.8,109.9,109.2,108.2,173,181.6,162.6,129.6,98.9,102.1,129.3,0.99,173.3,173.7,174.2,176.1,173.5,223,238.3,223.2,179.8,137.9,162.4,167.3,0.98
242.672,54.176,1.267,1.242,22.3699265,21.0074272,4.092904,14.35585,5152.84,0.8,57.19,59.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,21.8,23.7,24.1,23.3,45.5,46.1,41.7,32.5,24,20.9,40.8,0.33,17,18.3,20.8,22.6,23.1,32.3,33.2,31.2,25.3,19.7,19.1,30.9,0.24
242.673,54.497,0.583,0.747,0,0,0,0,386.16,0.51,0,0,0,0,25.39,0.97,27.82,0.89,0,0,76.44,0.55,386.16,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.666,54.109,5.236,2.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.671,55.142,1.665,1.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.668,54.445,0.558,0.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,5.7,6.1,7,7.7,14.6,14.6,12.8,10.9,8.9,5.3,14.7,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.664,54.202,0.584,0.44,-999,24.29673,-999,0.6939176,627.3,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,90.6,96,96.2,94.7,167.3,178.1,164.7,137.8,109.8,89.1,132.8,0.97,12.7,12.6,12.7,12.6,11.3,35,33.5,28.3,21,13.7,9.1,30,0.98,87.5,90.6,96,96.2,94.7,167.3,178.1,164.7,137.8,109.8,89.1,132.8,0.97,63.7,66.1,69,71.5,70.5,147.2,153.9,140.2,117.4,94.9,65.5,111.1,0.89
242.665,54.52,0.581,0.864,-999,24.15113,-999,0.793501258,0,0,0,0,0,0,13.38,0.8,11,0.52,0,0,0,0,-99,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.2,2,1.6,2.3,4.7,4.1,2.9,1.7,1.9,1.3,5.2,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.66,53.67,1.068,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.652,54.685,9.905,7.56,-999,23.6433487,-999,1.26666033,0,0,0,0,0,0,81.48,0.51,56.83,0.45,56.63,0.01,0,0,-99,-9,47.2,48.8,51.7,53,53,100.2,102.9,91.4,73.3,56.5,47.3,79,0.96,51.9,53.9,56.3,57.2,56.7,97.6,101.2,89.8,68.9,52.9,50,85.9,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.65,54.079,1.071,1.335,-999,22.1283054,-999,5.113016,1377.92,0.81,0,0,0,0,9170.97,0.97,5368.58,0.98,3848.86,0.73,2111.24,0.89,1377.92,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.649,54.333,0.595,0.637,-999,22.2992458,-999,4.368184,737.11,0.67,0,0,0,0,108.33,0.97,84.18,0.87,100.27,0,91.51,0.61,737.11,0.67,99,102.7,106.8,109,111.7,205.4,221.1,202.5,164,128,111,127.3,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,99,102.7,106.8,109,111.7,205.4,221.1,202.5,164,128,111,127.3,0.69,76.3,77.4,79,81.8,84.1,120.6,124.4,111,87.9,69,79,81.9,0.92
242.648,54.195,0.439,0.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,25.5,25.2,24,22.6,72.8,70.2,56.3,40.4,28.2,21.8,60.4,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,25.5,25.2,24,22.6,72.8,70.2,56.3,40.4,28.2,21.8,60.4,0.98,30.2,30.1,30.1,30.4,29.5,72.6,70.7,59.6,45.1,32.7,28.1,53.3,0.98
242.648,54.431,0.416,0.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.7,3.9,3.3,2.4,6.8,7.3,6,3.8,2.1,2.9,7.7,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.9,3.5,4.3,4.7,5.6,5.4,5.2,5.1,4.1,1.7,6.1,0.77,3.7,3.9,4.1,5.5,6.7,8.8,8.7,7.5,7.6,7.1,3.5,9.9,0.5
242.647,54.714,0.587,0.583,21.7760887,21.2641335,7.0724,11.3330336,1287.61,0.89,0,0,0,0,140.55,0.03,153.22,0.03,110.1,0.34,454.93,0.05,1287.61,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,132.3,149,167.4,180.1,180.3,235.7,276.2,283.5,242.3,189.5,171.8,195.2,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.636,54.757,0.741,1.091,24.5723782,23.9599247,0.5383329,0.9463027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.631,54.718,1.761,2.033,23.9027748,23.521719,0.997451663,1.41681123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9,119.8,136.9,156.4,168,172.1,194.4,198.9,177.8,147.7,164.2,137.7,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.629,54.051,4.049,0.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.629,55.127,4.421,4.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,1.4,0.8,-0.2,5.2,4.8,3.2,1.5,-0.2,1,5.4,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.625,54.528,0.351,0.5,0,0,0,0,0,0,0,0,0,0,21.96,0.79,28.5,0.55,63.71,0.01,89.67,0.57,-99,-9,17.2,17.8,18.3,18.3,18,39.6,40.2,33.8,25.9,19.2,15.6,35.8,0.97,24.8,25.7,26,26.1,24.8,47.4,47.9,40.9,30.9,21.9,22.4,41.2,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.625,55.026,2.165,1.855,23.5266113,22.4912663,1.41044927,3.66010118,3383.52,0.55,87.81,84.31,0,0,593.06,0.03,483.04,0.03,560.54,0.02,3964.29,0.02,3383.52,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,427.3,488.8,586.8,680.7,716.3,376.7,462.2,558.2,554.9,491.4,731.4,368.9,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.62,53.74,1.54,1.012,0,0,0,0,1074.86,0.02,0,0,0,0,132.09,0.03,97.35,0.02,89.64,0,102.57,0,1074.86,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.621,54.024,1.03,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.618,53.776,3.573,2.571,0,0,0,0,0,0,0,0,0,0,73.89,0.18,84.52,0.36,68.64,0.03,58.8,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.619,54.595,0.754,0.786,-999,22.7170315,-999,2.97294664,445.62,0.5,24.82,19.84,0,0,0,0,0,0,0,0,0,0,0,0,60.4,63.9,66.9,66.8,64.6,130.1,138.5,122.2,94.1,68.4,62.2,109.4,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.614,53.855,0.963,0.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
