243.973,54.225,84.3,88.1,95.1,101.3,103.8,133.9,143.1,134,112,88.2,97.8,101,0.47
243.852,54.398,21.9,22.7,23.3,24.3,26.2,50.5,50.9,42.5,33.5,27.4,21.9,41.8,0.95
243.759,54.282,390.6,445.6,578.9,731.9,862,367.1,445.7,533.8,581.4,576.2,945.8,448.5,0.03
243.72,54.473,75.9,81.2,91,98.5,103.3,140.1,154.1,148.3,126.8,102,103.6,100.6,0.38
243.648,54.327,9.3,9.8,9.9,9.6,8.9,28.6,28.8,23.3,16.9,11.6,8.4,26.6,0.8
243.642,54.241,48.8,50.5,52.8,54.7,55.7,86.9,89.7,78.5,62.3,47.4,51.5,63.5,0.82
243.643,54.641,164.2,203.8,293.3,368.6,400.4,287.6,361.3,459.1,483.6,425,417.4,306.5,0.03
243.606,54.612,229.5,271,341.6,385.3,402.5,312.7,391.8,458,440,374.2,423.1,295.1,0.05
243.586,54.567,24.7,25.8,27.7,28.4,28.3,48.3,49,43.1,33.5,24.9,25.3,42.3,0.9
243.53,54.322,570,645.7,811.6,982.3,1140.8,541.4,666.3,811,863.7,855.9,1379.5,697.6,0.02
243.525,54.338,493.3,580.5,752.1,886.9,989.5,428.2,518.8,635.4,666.6,637.1,1092.6,471,0.03
243.426,54.199,182,204.8,246.6,275.2,288.5,253,303.6,331,307.2,257.9,288.6,230.4,0.06
243.397,54.185,72.5,76.2,81.5,85.7,88,143.8,154.6,142.7,117.4,91.3,84.8,100.8,0.59
243.4,54.503,121.9,131.6,149.1,163.1,172.6,172.7,196.3,197.6,173.7,142,171.4,129.5,0.14
243.385,54.065,3.5,3.7,3.8,3.8,3.1,7.4,7.4,6.1,4.5,2.7,3.8,7.9,0.01
243.373,54.249,23.8,24.2,25.2,25.4,25.6,52.3,52.6,45.1,34.5,26.4,22.3,45.9,0.96
243.373,54.507,219.7,235.5,267.5,294.7,314.6,322.3,364.3,386.4,356.1,303.2,332.4,235.8,0.25
243.243,54.476,50.4,53.7,59.2,63.8,64.5,88.3,93.4,86.5,72,55.3,60,73.8,0.26
243.223,54.687,77.9,87.9,105.9,115.7,117.4,176.4,200.8,207.7,179.6,138.4,110.7,157.9,0.03
243.224,54.796,12.8,13.5,14.6,15.6,16.7,36,36.4,32.7,26.8,22.7,12.3,34.9,0.76
243.226,54.924,1459.7,1711.1,2226,2739,3181.8,982.7,1286,1658.6,1869.3,1966.3,4890.5,1272.6,0.03
243.213,54.48,1027.9,1158.1,1402.3,1649.4,1869,961.1,1205.5,1480.1,1581,1575.4,2303.1,967.2,0.03
243.219,55.117,40.5,45.2,51.6,56.5,61.3,91.6,102.1,96.3,81.1,66.3,55.9,75.5,0.04
243.187,54.473,142.4,157.5,186,210.7,229.8,230.4,266.1,278.6,256.5,219.4,268.7,159.4,0.03
243.174,54.656,97.6,99.9,102.3,102.6,102.7,149.3,158.8,143.4,114.2,88.2,96,113,0.98
243.155,54.393,191,205.8,229.9,249.3,259.9,286.2,330.7,345,309,254.5,266,206.5,0.27
243.164,54.956,22.3,23.4,25.5,26.3,26,43.6,44.6,39.7,31.2,23.3,23.4,37.5,0.76
243.146,54.488,135.9,142.4,151.8,157.9,159.1,180.2,200.1,194.4,164.1,129.3,154.9,133.4,0.73
243.143,55.07,137.4,141.4,146,150.1,154.3,231.6,253.4,237.1,196.3,154.2,144.4,161.7,0.97
243.128,54.87,179.5,197.1,231.7,264.4,288.9,295,342.7,366.2,342.5,296.8,310.2,225,0.04
243.111,54.641,13.7,13.6,13.4,13.6,12.8,26.4,25.3,20.3,15.5,10.8,12,22.3,0.96
243.095,54.019,2.5,2.6,2.4,2.3,2.1,5.3,5.2,3.8,2.8,1.8,1.7,5.7,0.01
243.105,54.39,61.4,65,69.2,71.5,72.3,117.1,126.5,114.9,91.7,70.1,67.9,89,0.77
243.113,55.024,34.1,35,36.1,36.1,37.7,66,67.2,57.7,44.1,34.6,33.4,54.2,0.98
243.106,54.863,93.1,96,103.1,108.9,112.4,177,185.5,173,144.7,114.4,114.6,121.8,0.74
243.106,54.918,8,8.4,8.4,8.2,7.6,20.7,20.7,16.5,11.9,8.1,7,19.8,0.75
243.1,54.651,119.3,120.3,123.4,124.9,127,180,190.2,174.5,142.4,112.3,120.8,125,0.98
243.089,54.096,23.4,23.9,24.8,24.6,24.2,45.6,45.4,38.4,28.8,21.1,21.9,39.4,0.96
243.094,54.753,40.8,42.7,46.1,48.6,50.6,76.4,79.1,70.6,57.1,44,46.6,59.7,0.66
243.088,55,34,36.9,43.3,48.5,52.6,62.8,66.8,65,56.8,47.1,44.2,53.1,0.03
243.076,54.88,144.6,155.1,169.9,180.6,186.8,241.2,274.2,271.9,232.9,184.5,180.6,182.7,0.48
243.075,54.845,110.1,113.7,120,123.8,125.5,170,182.8,171.6,140.7,109.4,119.2,125.2,0.97
243.048,54.513,24.1,25,25.7,25.6,25.5,63.7,64.8,54.6,41.6,31.1,23.4,51.6,0.96
243.033,54.206,19.7,21.5,23.6,24.3,24.1,49.3,52,46.2,36.1,26.7,22.4,42.2,0.1
243.036,54.485,152.3,165.8,186.6,198.5,203.2,235.2,268.8,272.7,236.3,190,199.7,176,0.18
243.04,54.84,147.1,163.8,193.4,220.8,246.3,240.9,278.9,296.8,276.2,241.2,276,186.2,0.03
243.03,54.328,200.5,216.7,244.9,266.1,285.6,241.5,281.8,293.1,264.5,225.5,307,187.4,0.2
243.021,54,11.4,12,13.4,14.2,13,26.2,26.8,23.9,19.2,13.1,12.9,25,0.15
243.019,54.919,29.5,31.5,32.2,30.7,30.8,54.1,56.4,56.3,48.6,35.1,22.7,54.4,0.98
242.996,54.404,254.3,281.9,337.1,393.2,464.3,348.7,413.5,472.6,464.4,441.8,640,392.9,0.03
242.997,54.738,20,21.1,23.1,24.3,24.8,53.5,55.1,48.7,38.5,29.1,22.3,42.7,0.22
242.972,54.145,42.7,42.9,43.8,43.1,42.3,75.7,76.2,64.6,48.9,35.9,38.7,63.7,0.98
242.945,54.069,200.8,201.5,203.1,202.4,201.3,305.4,331.7,310.7,254,197,193,211,0.98
242.931,54.275,206,223.7,247,267.1,279.4,277.6,323.5,334,301,250,274,234.4,0.45
242.931,54.367,6.9,7.7,9.1,9.5,8.8,16.9,18.1,17.4,13.9,9.6,7.5,17.9,0.01
242.918,54.292,67.2,70.5,74.1,75.9,76.6,112.5,119,107.3,85,64.4,72.7,81.2,0.72
242.91,54.323,174.1,191.7,214.5,224.6,226.4,270.7,318.1,324.3,278.9,217.4,216.4,223.3,0.7
