243.779,54.309,184.86,144.38
243.654,54.276,258.57,152.45
243.599,54.065,112.32,5.61
243.573,55.069,121.68,182.4
243.53,54.322,198.9,271.79
243.38,54.275,331.11,327.13
243.364,53.929,303.03,294.37
243.33,54.861,146.25,188.84
243.226,54.924,421.2,337.9
243.155,53.969,906.75,830.35
243.139,54.942,325.26,244.88
243.019,54.581,106.35,77.95
242.831,54.216,131.04,-30.44
242.823,54.275,226.98,247.34
242.766,54.723,160.29,116.53
242.739,54.876,118.17,107.8
242.689,55.296,140.4,32.68
242.605,53.78,332.28,240.79
242.58,54.365,154.44,95.52
242.524,54.174,559.26,453.37
242.521,55.163,164.97,167.43
242.406,54.216,283.14,312.98
242.381,54.308,259.74,264.07
242.289,54.72,121.68,61.78
242.203,54.864,187.2,145.55
242.148,53.839,225.81,202.64
242.059,54.477,237.51,190.71
242.036,54.944,170.82,62.02
242.006,54.612,168.48,183.57
241.986,54.396,142.74,146.72
241.962,55.208,269.1,252.25
241.942,54.684,142.74,187.32
241.921,55.032,174.33,238.56
241.908,54.767,230.49,231.43
241.903,53.959,628.29,581.61
241.853,54.203,217.62,218.67
241.789,54.823,145.08,162.86
241.741,54.057,112.44,58.55
241.733,54.25,96.99,102.4
241.473,54.374,181.35,85.78
241.469,54.114,891.54,792.21
241.416,54.919,129.87,117.35
241.214,54.838,159.12,136.89
241.141,54.742,548.73,384.35
241.034,54.425,140.4,110.82
