243.164,54.956,22.3,23.4,25.5,26.3,26,43.6,44.6,39.7,31.2,23.3,23.4,37.5,0.76,27.3,29.2,30.8,32.5,33.1,70.4,73.7,65.3,51.8,39.4,30.1,55.1,0.82
243.138,54.15,49.3,52.7,56.2,58.4,58.6,81.4,88.1,80.7,65.4,49.7,53.5,69.3,0.82,47.3,49.8,52.4,54.1,53.6,83.5,87.3,77.7,59.8,44.5,48.3,69.9,0.94
243.145,54.555,52,53.7,56.1,56.7,55.5,90.8,94.5,83.2,65.7,48.7,52.3,72.6,0.91,48.7,50.6,53,54.9,53.5,100.4,103.9,93.3,73.4,54.3,49.3,81.6,0.83
243.143,55.07,137.4,141.4,146,150.1,154.3,231.6,253.4,237.1,196.3,154.2,144.4,161.7,0.97,123.2,125.5,127.8,131.1,131.7,210.5,222.7,206.9,166,128.6,123.6,135.1,0.97
243.128,54.87,179.5,197.1,231.7,264.4,288.9,295,342.7,366.2,342.5,296.8,310.2,225,0.04,150.9,164.8,189,218.1,236.2,192.3,220.3,233.9,214.7,182.2,245.4,151.4,0.04
243.105,54.39,61.4,65,69.2,71.5,72.3,117.1,126.5,114.9,91.7,70.1,67.9,89,0.77,66.8,69.7,72.6,76.3,76.7,113.4,120.1,109.8,89,69.2,70.5,87.9,0.95
243.098,54.061,427.2,489.1,593.9,692.1,786.9,380.1,469.8,551.2,561.2,537.4,869.1,388.1,0.03,333.7,387.4,458.7,540.2,605.5,487.5,601.4,679.8,666.5,607.4,659.7,400,0.03
243.113,55.024,34.1,35,36.1,36.1,37.7,66,67.2,57.7,44.1,34.6,33.4,54.2,0.98,33.4,34.9,36.3,36.9,35.9,77.2,79.6,70.4,53.9,39.8,32.8,65.4,0.95
243.106,54.863,93.1,96,103.1,108.9,112.4,177,185.5,173,144.7,114.4,114.6,121.8,0.74,102.2,104.1,110,116.1,118.7,150.5,157.6,149.1,122.9,97,116.4,105.7,0.71
243.093,54.151,167.7,175.5,187.7,194.2,195.9,327.9,366.5,363.1,307.4,242.3,189.8,236.7,0.97,236.4,243.5,251.2,260.3,259.3,269.7,300.8,299.4,252.6,198.6,250.9,192.5,0.98
243.073,54.295,25.8,27.2,29.7,30.1,30.3,48.6,50,44.8,34.9,26.3,26.5,44.7,0.57,28.4,29.3,31.2,32.3,32.5,52,52.4,46.7,36.2,27.4,27.4,47,0.79
243.075,54.845,110.1,113.7,120,123.8,125.5,170,182.8,171.6,140.7,109.4,119.2,125.2,0.97,111.1,114.1,118.6,123.2,123.6,191.9,204.5,189.6,153.1,118.8,116.5,137.2,0.97
243.059,54.143,555.9,635,813.3,1008.9,1155.9,546.3,672.2,813.1,889.1,878.8,1416.6,596.4,0.03,402.1,455.2,569.4,713.1,810.6,376.6,452.7,537.3,566.2,539,972.7,364.7,0.03
243.064,54.926,19,18.7,18.3,17.6,16.5,51,48.9,38.5,28.1,19.7,16.1,40.8,0.98,42.1,41.5,41,40.4,38.8,90.4,87.7,73.7,54.3,39,36.4,71.6,0.98
243.048,54.513,24.1,25,25.7,25.6,25.5,63.7,64.8,54.6,41.6,31.1,23.4,51.6,0.96,23,23.4,24.2,24.8,23.6,40.2,39.8,34.3,26.7,19.3,21.6,34.9,0.97
243.03,54.328,200.5,216.7,244.9,266.1,285.6,241.5,281.8,293.1,264.5,225.5,307,187.4,0.2,166.4,180.4,199.4,220.9,234.7,236.7,266.9,275.3,246.3,209.8,234.6,185.9,0.2
243.007,54.002,466,463.1,464.4,462.6,461.7,518.1,580.2,581.7,509.2,420.7,458.6,353.7,0.98,279,281.1,281.3,282.8,281.3,433,474.7,459.6,380.4,300.1,274.9,269,0.98
243.019,54.919,123.9,140.8,170.9,185.9,188,166.6,195.4,212,189.6,150.8,178.6,168.2,0.04,130.1,149.7,179.3,199.9,204.6,189.4,226.8,245.6,219.2,176.1,190.5,177.7,0.02
242.996,54.404,254.3,281.9,337.1,393.2,464.3,348.7,413.5,472.6,464.4,441.8,640,392.9,0.03,232.6,255.4,296.4,347.1,398.5,270,308.5,337.4,319.2,287.8,557.9,236,0.03
242.997,54.738,20,21.1,23.1,24.3,24.8,53.5,55.1,48.7,38.5,29.1,22.3,42.7,0.22,21.8,23.2,25.4,27.4,28.9,48.2,49.6,44.8,35.8,28.4,24.4,40.5,0.47
242.979,54.522,61.6,67.4,74.6,77.4,78.5,102.5,112.5,106.8,86.6,67,70.1,92.5,0.29,54,58.6,63.1,66.7,66.2,96.1,103.9,95.1,74.7,57.7,59.5,82.5,0.3
242.947,54.11,58.3,63.6,72.2,78.9,83.7,99.2,107.5,102.6,86.2,69.6,85.3,70,0.04,45,48.3,53.4,58.8,62.6,89,94,88.6,73.8,59.1,57.1,70.6,0.32
242.931,54.275,206,223.7,247,267.1,279.4,277.6,323.5,334,301,250,274,234.4,0.45,198.5,215.2,236.1,257.1,265.4,294.6,340.1,352.1,313.3,258.3,260.4,231.9,0.45
242.931,54.367,6.9,7.7,9.1,9.5,8.8,16.9,18.1,17.4,13.9,9.6,7.5,17.9,0.01,5.5,5.8,6.1,5.7,3.5,10.4,10.6,9.2,6.4,3,4.6,10.7,0.1
242.918,54.245,24,28.8,37.3,41.5,42.5,49.8,57.7,60.7,51.5,39.5,40.7,56.3,0.03,24.7,29.5,36,39.9,40.3,53.8,62.6,63.6,53.2,40.9,39.3,56.8,0.03
242.918,54.292,15.3,16.4,18.1,20.1,21,30.1,30.9,27.7,23.4,19.4,18.1,27.3,0.11,11.8,12.8,14.6,16.5,16.1,28,28.7,27,22.6,16.9,14.4,26.1,0.03
242.91,54.323,174.1,191.7,214.5,224.6,226.4,270.7,318.1,324.3,278.9,217.4,216.4,223.3,0.7,175.2,193,212.6,226.5,225.3,285.6,332.3,341.4,293.1,229.9,214.9,233.7,0.7
242.907,54.221,6.5,6.5,6.6,6.3,7.1,15.8,15,12,8.6,7.1,5.8,15,0.82,5.8,6,6.2,5.9,4.7,13.3,13.1,11.3,8.2,4.8,4.8,13.3,0.48
242.894,54.394,36.6,41.6,48.6,50.8,49.9,94,106.2,103.1,82.9,61,46.9,86,0.03,28.9,33.3,38.1,40.8,40.2,63.7,71.7,69.2,55.6,41.4,36.9,59.7,0.03
242.877,54.275,166.4,181.4,207.6,234.2,248.1,210.4,242,252.8,231.4,206,238,203.1,0.02,135.5,146.4,165.5,190.2,203.9,179.6,202.2,209.8,189.8,166.7,196.3,160.3,0.03
242.878,54.278,166.4,181.4,207.6,234.2,248.1,210.4,242,252.8,231.4,206,238,203.1,0.02,135.5,146.4,165.5,190.2,203.9,179.6,202.2,209.8,189.8,166.7,196.3,160.3,0.03
242.862,54.097,17.8,18.8,20.3,20.9,21.1,45.5,46.5,40.9,31.9,23.9,19.3,37.7,0.32,22.8,23.8,25.2,26.7,27,42.1,42.4,37.4,29.5,22.3,23,35.9,0.33
242.864,54.377,20.2,21.7,23.3,24.4,25.7,51.2,53.5,46.5,36.6,28.7,23.7,44,0.51,21.1,21.9,22.9,23.6,23.1,52.2,52.3,45.5,35,25.8,21.4,42.4,0.78
242.831,54.216,602.9,690.8,830.8,946.6,995.4,565.6,701.9,839.2,855.4,778.3,1044.8,534,0.08,403.4,457.9,549.3,637.2,668.6,425.2,513.4,606.1,605.1,534,683.5,385,0.03
242.82,54.477,41.3,41.7,42.2,42.2,40.4,73.1,74.1,62.9,48.4,34.8,37.8,59.5,0.98,41.8,42.5,42.6,43.2,41.7,74.9,74.9,63.6,48.7,36.5,38.5,58.2,0.98
242.798,53.939,3.6,3.7,4,4.6,5,8.4,8.3,7.1,6.3,5,3.4,9,0.46,3.2,3.6,3.8,4.1,5,6.4,6.8,5.8,4.6,4.3,2.9,7.5,0.13
242.789,54.783,45.8,47.6,49.8,50.8,50.3,103.8,107,93.1,73.4,54.7,46.8,79.2,0.97,59.9,62,64.8,67.8,69.5,98.6,102.1,92.9,74.2,57.7,64.1,74,0.88
242.78,54.399,36.8,37.4,39.2,41.2,42,66.3,66.5,57.4,46.1,35.3,41.1,47.9,0.82,32.9,33.6,35.1,37.3,37,58.5,57.6,50.8,40.2,30.1,34.3,45.4,0.87
242.76,54.392,40.1,40.8,41.7,41.5,41.7,99.7,100.1,84.8,64.4,48,37.8,76.5,0.98,53.9,54.3,55,55.6,54.3,89.4,90.2,78.4,59.4,43.6,50,71.4,0.98
242.759,54.967,225.3,248.8,296.1,335.8,362.3,401.1,478.2,529.5,504.4,436.3,353.1,355.9,0.03,169.7,187.6,219.1,253.5,273.3,209.5,242.4,265.7,246.7,210.8,266.7,172.3,0.04
242.73,54.383,5335.2,5665.5,5935.6,6009,6087.7,1878.3,2351.4,2707.8,2758.9,2732.5,6529.2,1879.3,0.93,4135.8,4191.9,4235.7,4306.7,4319.9,1538,1820.9,2056.2,2054.3,1974.8,4564.3,1253.6,0.96
242.728,54.549,162.6,179.4,211.1,240.8,265.2,316.7,372,392.4,364.4,313.5,295.6,229.4,0.03,123.6,134.9,155.1,178.6,194.7,213.4,237.4,244.5,219.9,185.7,205.2,154.7,0.03
242.731,54.951,55.2,57.2,59.4,60.5,61.7,95.6,100.6,88.8,69.9,53.8,57,72.5,0.93,56,57.6,59.8,62.8,65,124.2,128.9,115.6,91.6,70.8,59.8,87,0.94
242.716,54.231,764.9,837.3,984.6,1108.1,1194.7,537.3,660.4,767.2,786.6,747.2,1359.8,489.8,0.24,517,568.7,664.3,761,813.6,441,524.4,604.9,601.6,544.6,907.8,347.3,0.18
242.7,54.167,8.7,9.4,10,10.3,9.8,22.1,22.5,19,14.7,11,9.1,19.7,0.16,6,6.5,7.3,7.8,8.1,13.2,13.5,12.7,10.1,8,7.6,14.4,0.06
242.692,54.391,81.7,91.1,107.2,121.3,131.1,142,162.4,165,145.1,119.2,135.7,113.2,0.05,73.7,82.1,95.3,109.2,116.9,116.6,131.1,134.2,118,96.3,119.6,95.7,0.05
242.687,54.949,3.4,3.5,3.7,3.7,3.8,8.7,8.6,7.3,5.6,4.2,2.8,9.2,0.57,2.4,2.4,2.7,3.4,4.9,4.6,4.3,4.1,3.8,4,1.2,4.7,0.58
242.674,53.937,110.7,109.8,109.9,109.2,108.2,173,181.6,162.6,129.6,98.9,102.1,129.3,0.99,173.3,173.7,174.2,176.1,173.5,223,238.3,223.2,179.8,137.9,162.4,167.3,0.98
242.672,54.176,20.8,21.8,23.7,24.1,23.3,45.5,46.1,41.7,32.5,24,20.9,40.8,0.33,17,18.3,20.8,22.6,23.1,32.3,33.2,31.2,25.3,19.7,19.1,30.9,0.24
242.664,54.202,87.5,90.6,96,96.2,94.7,167.3,178.1,164.7,137.8,109.8,89.1,132.8,0.97,63.7,66.1,69,71.5,70.5,147.2,153.9,140.2,117.4,94.9,65.5,111.1,0.89
242.649,54.333,99,102.7,106.8,109,111.7,205.4,221.1,202.5,164,128,111,127.3,0.69,76.3,77.4,79,81.8,84.1,120.6,124.4,111,87.9,69,79,81.9,0.92
242.648,54.195,25.7,25.5,25.2,24,22.6,72.8,70.2,56.3,40.4,28.2,21.8,60.4,0.98,30.2,30.1,30.1,30.4,29.5,72.6,70.7,59.6,45.1,32.7,28.1,53.3,0.98
242.648,54.431,2.8,2.9,3.5,4.3,4.7,5.6,5.4,5.2,5.1,4.1,1.7,6.1,0.77,3.7,3.9,4.1,5.5,6.7,8.8,8.7,7.5,7.6,7.1,3.5,9.9,0.5
242.612,54.177,98.1,106,116,121.2,122.7,177.7,200.2,195,163.1,126.8,116.3,142,0.68,107.6,116.8,126.6,135.1,135.7,162.5,184.3,181.8,153.7,120.2,128.1,134.8,0.34
242.607,54.327,191.3,209.9,242,271.3,294.3,227.6,266.2,286.8,266,229.5,312.8,177.3,0.04,207.2,223.1,248.8,277.8,292.8,284.2,324.3,339.6,305.5,251.1,297.2,201,0.14
242.597,54.5,23.5,26.6,31.7,35.1,36,45.3,49.8,48.5,41,31.6,34.5,40.4,0.03,28.4,31.7,37,41.1,41.8,53.7,57.9,56.4,47.1,36.2,38.8,48.2,0.04
242.591,54.93,52.3,56.8,62.4,64.5,66.7,90.2,98.5,91.3,72.9,56.9,60.4,75.9,0.24,57,61.5,66.8,70.5,71.8,115.8,124.3,115.8,92.7,71.7,66.5,87.1,0.11
242.575,54.392,15.4,15.9,16.2,16.1,15.6,36,36,29.7,22.4,16.1,14.6,30.4,0.78,18,18.3,18.9,20,20.4,40.5,39.9,33.9,26.6,20.3,17,34,0.91
242.572,53.915,15.7,16.8,18.9,19.9,20.8,38.4,39.9,37,30.2,23.2,13.3,37.9,0.94,17.9,19,20.1,20.6,20.8,32.4,33.5,31.3,24.8,18.8,14.8,30.2,0.86
242.571,54.116,46.5,49.5,54.2,57.4,60.6,101.6,107.4,98.8,80.6,64.5,60.2,73.4,0.65,38.2,40.5,43.8,47.7,48.9,67.9,71,64.6,52.3,40.4,45.8,54,0.37
242.566,53.877,55.5,57.4,59.8,60.3,60.1,113.2,118.3,104.6,81.7,61.3,54.7,92.9,0.98,42.9,44.1,45.6,46.6,46,107.3,109.3,96.7,75,56.1,41,90.6,0.98
242.563,54.936,7.3,8,8.9,8.9,8.5,15.3,15.8,14,10.4,7.3,7.4,15.6,0.02,8.6,9.2,9.6,10.2,9.6,16.9,17.1,14.6,11.4,7.9,8.5,16.5,0.66
242.559,54.004,7.1,7.5,8.3,9.8,11.1,17.2,17.3,15.4,14,11.9,8.5,17.8,0.21,9.5,9.7,10.4,10.5,11,21.3,21.1,18.8,14.2,11.5,9.2,20.3,0.9
242.553,54.825,82.9,88.9,101.2,113.6,122.7,128.2,141.2,140.6,124.3,103.4,114.4,106.2,0.06,56.9,63,72.1,82.6,88.2,130,143.4,142.5,124.9,101.7,82.6,106.7,0.04
242.55,54.74,50.8,52.9,55.7,56.7,57,120.4,126.6,111.4,87.4,66.2,52.7,89.6,0.96,65.7,69.8,73.1,75.7,74.7,105.8,114.2,103.5,81.5,60.9,69,86.2,0.77
242.536,54.132,67.9,71.9,79.1,83.5,84.7,136.4,147.7,138.9,114.9,89,80.3,102.7,0.48,59.8,62.7,67.9,72.8,72.9,95.3,99.9,94.2,77.3,58.8,68.1,73.3,0.58
242.533,54.135,34.8,35.6,36.2,35.1,34.4,81.4,81.7,68.5,50.7,37,32.9,61.1,0.98,23.1,23.4,23.3,22.8,20.1,42.2,41.5,34.5,25.2,16.6,20.7,35.5,0.91
242.54,54.128,4.5,4.6,5.6,6.5,6,13.1,12.8,12.4,11,7.6,4.2,13.6,0.62,3.3,3.1,3.6,5,5.3,6.2,5.6,5.3,5.4,4.3,1.9,6.2,0.69
242.526,54.308,19.2,19.9,21.9,24.9,26.8,40.5,40.8,36.1,31,25.6,22.8,33.8,0.89,16.3,17.3,18.7,21.3,22,33.2,33.6,29.7,25.2,19.6,18.4,28.8,0.89
242.526,54.152,116.3,121.7,129.6,134.9,137.4,230.9,249.9,237.3,198.9,157.1,134.3,161.5,0.94,121.9,127.1,133.6,140.4,141.6,170.5,184.3,175,144.4,112.7,135.1,122.2,0.79
242.518,54.873,3,3.3,3.7,3.8,2.8,6.4,6.6,6,4.6,2.4,2.2,7,0.38,5,5.4,5.8,5.8,6.1,14.5,15.2,14.1,10,7.8,4.4,15,0.52
242.503,53.879,13.2,14.3,14.9,15,16,26.9,28.3,25.8,20.1,16.7,12.2,27.3,0.4,10.3,11.3,11.9,11.9,12.4,22.1,23.2,22,17.3,13.8,9.6,22.7,0.04
242.477,55.066,9.9,10.4,11.7,13,13.5,19.9,20,17.9,14.8,11.4,11.3,19.2,0.41,9.4,9.8,10.7,11.4,10.9,21,20.9,18.5,14.4,10.1,9.7,20.8,0.63
242.476,54.307,176.5,198.1,233.4,255.9,265.1,215,251.5,272.1,248.4,205,270.8,180,0.04,176.2,199.6,230,255.7,260.8,265.3,315.3,339.7,302.1,240.6,257.8,210.1,0.04
242.473,54.373,101.4,105.3,109.9,111,110.6,147.2,160.7,150,122,93.7,105.1,112.7,0.97,94.1,98,103,106.5,105.9,155,166.4,155.9,124.1,94.5,98,121.6,0.97
242.456,54.142,5.5,5.7,5.5,5.7,6.3,13.8,13.7,11.1,8.7,7.2,4.3,14.3,0.49,4.2,5.1,5.8,6.1,6.1,11.8,13.4,12.2,9.5,7.1,5.2,14.4,0.01
242.444,54.702,240.2,279.7,354.7,428.1,484.4,350,436.4,512.2,522.4,483,567.7,326.3,0.03,206.8,237.3,293.2,356.1,398.6,247.7,295.5,338.1,334.8,300.7,455.5,213.8,0.03
242.445,54.318,64.5,70.9,84.5,98.1,102.2,107.5,118.7,119.2,108.3,89.9,95.8,102.2,0.03,43.4,51.5,65.5,77.5,78.9,91.7,105.9,114.6,108.5,92.1,74.4,97.2,0.03
242.443,54.476,41.6,45.2,50,52.7,53,86.6,93.8,86.3,69.3,52,49.9,68.7,0.25,50.1,56.2,61.5,65.2,65.7,101,112.9,105.8,85,64.9,60.7,84.7,0.14
242.441,53.828,103.8,112.7,125.7,137.9,160,152.3,172.6,170.7,148.9,138.1,152.5,143,0.03,104,111.3,121.7,131.4,128.5,183.8,204.1,198.1,172,154,113.6,167.1,0.56
242.431,53.961,49.1,51.4,56.8,64.8,66.3,95.2,99.7,92.5,81.7,65.8,60.4,77,0.06,37.1,38.9,43.1,49.3,50.2,63.6,65.7,61.3,53,42.4,44.8,54.8,0.04
242.43,54.612,41.4,41.6,42.4,41.8,39.7,90.5,91.6,78,62.6,50.3,38.3,73.2,0.97,44.5,44.9,45.8,46.1,44.6,93.8,93.4,81.9,65.1,52,40.8,77.7,0.98
242.428,54.252,12.1,12.6,13.7,14.1,14.5,34.6,34.6,30,23.8,18.3,12.1,31.4,0.7,15.9,16.2,17.1,17.4,16.2,31.3,30.6,26.6,20.2,14.5,15,28.3,0.9
242.414,54.602,22.7,23.8,24.6,24.1,23.6,54.3,55.5,46.7,34.7,25.3,21.5,48.4,0.75,26.7,28,28.8,29.6,28.7,62.4,63.2,54.1,40.8,29.2,25.9,51.8,0.96
242.405,54.676,62.7,64.8,68.8,72.1,73.7,125.9,131.7,118.8,96.5,75.4,68.8,91,0.68,52.2,53.4,55.4,58.8,59.7,106.5,108.2,96.7,77.7,59.6,53.8,79.3,0.75
242.393,54.072,28.9,29.6,30.2,30.1,29.4,67.4,67.7,56.3,42.4,30.9,26.6,56.7,0.98,18,18.6,19,18.8,18.1,54.6,54.5,46,33.8,24.4,17.4,44.2,0.91
242.381,55.045,112.3,119.1,128.9,136.4,138.6,163.6,182.6,174.2,149.3,125.7,130.2,135.4,0.75,92.3,97.9,104.8,112.7,114.6,213.6,233.9,224.3,191.6,162.1,109.3,159.6,0.56
242.378,54.662,8,10.2,13.2,15.3,15.8,15.6,18.8,19.5,17.3,13.6,13.8,20.8,0.01,12.5,13.7,16.8,20.4,19,24.9,26,26.2,23.6,16.6,16.7,26.4,0.59
242.378,54.245,260.2,289.9,348.9,403.2,449.5,288.3,340.9,381.3,372.8,335.7,496.1,263.8,0.03,199.7,224.4,266.7,312.9,348.1,238.4,278.2,306.1,291.7,259.9,377.6,211,0.03
242.376,54.698,43.9,47.7,53.5,55.1,56.4,77.5,83.7,79,68.1,54.5,44,71.1,0.92,58,63,69.2,72,73,98.2,107.1,102.4,84.7,68,61.5,87.1,0.59
242.37,54.145,5.2,5.5,5.9,5.5,4.6,13.4,13.4,11.8,8.6,5.5,4.7,13.5,0.34,4.6,4.5,4.3,3.5,3.1,10.1,9.4,7.3,4.4,2.9,3.3,10.2,0.57
242.368,54.351,12.5,12.7,13.1,13.1,13.8,29,28.6,24.4,18.7,15.1,11.2,26.6,0.95,12.7,12.7,12.3,12.3,11.5,25.8,24.7,20,15.2,10.6,10.4,23,0.98
242.347,54.723,496.9,594.2,772.8,965.1,1145.2,431.6,549.8,667.7,730.3,741.4,1523.6,523.4,0.03,398.1,477,612.1,776.5,915.7,406.9,510.3,618.7,663.7,658.7,1162.6,465.9,0.03
242.329,54.669,15.7,17.1,17.9,18.4,19.1,38.4,41.5,38.2,32.7,25.8,16.2,39.4,0.09,21.4,23.3,23.1,23.8,23.9,45.6,48.8,46.8,36.9,28.2,20.1,44.6,0.56
242.314,54.231,10.9,11.3,12.2,12.8,13.9,24.5,24.2,21.2,16.9,13.8,11.4,22.9,0.89,13.8,14,14.8,14.6,14.7,26,25.5,22.3,16.2,12.1,13.5,23.1,0.9
242.304,54.086,66.2,66.9,68.1,69.8,72.1,150.6,153.9,133.5,106.2,82.7,67.9,97.7,0.98,153.3,152.4,154.1,156.4,155.7,205.5,214.9,199.8,160.2,123.5,147.5,142,0.98
242.29,54.057,31.9,32.6,34.1,35.5,35.5,58.1,58.7,50.8,40.6,30.6,32.4,46.9,0.89,45.6,46.7,48.3,49.9,49.7,104.5,106.1,93,72.1,53.7,45.1,79.6,0.93
242.276,54.568,137,141.3,148,151.3,152.7,242,264.7,251.2,208.5,163.2,144.5,176.9,0.98,121.7,125.1,129.4,133.6,132.7,172.7,185,173.2,140.4,107.7,122.5,136.8,0.98
242.275,54.272,46.3,48.9,53.4,57.1,58.5,96.8,102.5,94.2,77.4,60,54.9,75.4,0.66,53.3,56,59.3,62.9,62.9,89.4,93.9,84.9,67.1,50.3,57,70.9,0.75
242.268,54.238,56.6,60.3,65.8,70.3,71.7,118.2,127.6,117.4,96.1,73.6,65.5,89.3,0.16,45.8,49.4,53.6,56,56.1,97.2,102.6,95.5,78.5,58.3,46.4,81.5,0.82
242.26,54.313,26.8,27.3,27.5,27.1,27,51.5,51.1,42.4,31.6,23.9,24.4,42.6,0.97,29.5,30,30.8,32.1,30.2,53.9,53.4,45.7,35.5,25.1,28.3,43.1,0.89
242.259,54.098,48.1,49.6,52.5,53.6,53.4,83.9,86.3,77.9,66,51.8,48.9,70.1,0.97,34.5,35.5,38.4,40.4,38.9,67.9,68.6,62.8,54.1,41.4,35.7,56.2,0.7
242.242,54.662,38.3,38.4,38.1,37.7,36.3,70.3,70.2,57.6,43.6,31.4,33.6,58,0.98,31.4,32,32.5,33.1,32.9,76.8,76.5,65.3,50.1,37.9,30,59.2,0.98
242.242,54.305,467,544.6,705.5,864.9,1008,458.7,577,719.7,767.6,754.7,1348.4,480.1,0.03,407.4,473.6,602,748.1,863.4,377.7,464.5,557.2,586.1,565.9,1163.6,348.2,0.03
242.221,54.551,41.9,43.7,47,51.3,53,73.5,76.9,69.8,60.6,50.5,48.2,60.8,0.43,44.1,45.7,49.2,53.6,55.5,76.9,78.9,72.1,60.3,49.4,48.9,61.7,0.82
