243.965,54.26,6303.62,0.75
243.956,54.633,396.39,0.48
243.919,54.221,4709.7,0.6
243.882,54.169,1993.25,0.86
243.859,54.234,403.1,0.03
243.852,54.335,3147.45,0.81
243.856,54.705,1047.59,0.45
243.841,54.53,5095.79,0.77
243.84,54.589,4156.21,0.76
243.81,54.994,356.12,0.04
243.788,54.31,3684.38,0.6
243.779,54.309,7241.83,0.85
243.759,54.282,4305.9,0.72
243.721,54.665,1685.81,0.62
243.661,54.38,580.3,0.44
243.654,54.276,5309.15,0.03
243.645,54.209,404.04,0.48
243.643,54.641,3182.7,0.79
243.599,54.065,4961.16,0.67
243.621,54.983,3010.35,0.04
243.594,54.03,1104.5,0.7
243.606,54.612,3363.9,0.32
243.588,54.295,1442.38,0.76
243.573,55.069,5255.8,0.78
243.539,54.165,2601.03,0.97
243.53,54.322,3455.76,0.27
243.525,54.338,2170.41,0.56
243.533,54.928,1490.06,0.92
243.486,54.662,1815.61,0.95
243.426,54.199,1513.61,0.91
243.435,54.689,411.85,0.23
243.38,54.275,6151.26,0.04
243.364,53.929,5001.76,0.03
243.316,53.917,4312.41,0.78
243.316,54.016,3071.84,0.62
243.33,54.861,11168.51,0.78
243.313,54.229,420.46,0.54
243.311,54.297,490.35,0.07
243.31,54.34,3636.39,0.83
243.311,54.738,360.67,0.37
243.274,54.583,3555.55,0.02
243.255,54.168,3940.44,0.74
243.263,54.781,1707.28,0.92
243.23,54.124,2495.6,0.98
243.223,54.687,1158.35,0.13
243.224,54.796,491.93,0.18
243.226,54.924,7529.7,0.07
243.206,54.144,424.09,0.05
243.213,54.48,485.05,0.49
243.197,53.914,1816.77,0.92
243.199,53.991,416.86,0.04
243.194,54.714,364.95,0.05
243.174,54.656,1109.99,0.84
243.163,54.148,613.25,0.49
243.155,53.969,10681.87,0.03
243.155,54.393,810.54,0.79
243.16,55.01,378.61,0.2
243.146,54.488,659.25,0.38
243.145,54.555,992.2,0.87
243.143,55.07,903.33,0.86
243.139,54.942,7763.62,0.04
243.125,54.09,1118.12,0.2
243.112,54.043,391.87,0.5
243.098,54.061,13082.01,0.82
243.106,54.863,465.24,0.03
243.099,54.561,798.8,0.77
243.093,54.151,1154.29,0.89
243.1,54.651,1225.84,0.89
243.093,54.873,2485.87,0.97
243.08,54.161,464.61,0.03
243.077,54.121,2170.63,0.43
243.076,54.88,2082.97,0.96
243.075,54.845,1849.5,0.97
243.059,54.143,7489.38,0.58
243.064,54.926,1015.97,0.9
243.045,53.925,5823.48,0.82
243.033,54.206,716.45,0.64
243.036,54.485,709.86,0.68
243.03,54.328,855.11,0.78
243.037,55.268,864.12,0.85
243.019,54.581,1984.41,0.96
243.02,54.697,1808.19,0.96
243.007,54.002,504.78,0.55
243.019,54.919,1766.34,0.55
243.013,54.759,2400.19,0.95
243.001,54.704,1622.43,0.07
242.996,54.404,1890.65,0.96
242.979,54.522,902.34,0
242.968,54.026,619.22,0.63
242.972,54.145,710.77,0.69
242.974,54.549,1089.5,0.42
242.972,54.656,412.24,0.22
242.963,54.196,988.02,0.86
242.96,54.885,1628.81,0.89
242.945,54.069,1571.78,0.82
242.932,53.887,461.22,0.1
242.936,54.507,809.44,0.74
242.931,54.275,933.01,0.84
242.916,53.86,486.2,0.05
242.918,54.292,399.74,0.46
242.916,54.74,1835.36,0.43
242.91,54.323,1653.92,0.9
242.907,54.221,647.2,0.34
242.904,54.038,414.06,0.53
242.907,54.555,345.44,0.5
242.895,54.666,699.16,0.4
242.887,54.265,406.92,0.51
